,Unnamed: 0,Number,text,contains_ref,spellchecked_text,normalized_text
1592,1048,1149,"Curators reviewed acquisitions, allocating budgets for expanding multicultural artifact collections.",False,Curators reviewed acquisitions allocating budgets for expanding multicultural artifact collections,curator review acquisition allocate budget expand multicultural artifact collection
1593,1049,1150,"Seasoned cellists rehearsed sonatas, fusing technical prowess with expressive emotional nuance.",False,Seasoned cellists rehearsed sonatas fusing technical prowess with expressive emotional nuances,season cellist rehearse sonata fuse technical prowess expressive emotional nuance
1594,1050,1151,"Financial regulators audited banks, safeguarding consumers against predatory lending tactics.",False,Financial regulators audited banks safeguarding consumers against predatory lending tactics,financial regulator audit bank safeguard consumer predatory lending tactic
1595,1051,1152,"Nonprofit founders pitched donors, seeking resources that empower vulnerable local populations.",False,Nonprofit founders pitched donors seeking resources that empower vulnerable local populations,nonprofit founder pitch donor seek resource empower vulnerable local population
1596,1052,1153,"Botanical clubs traded seeds, fostering biodiversity within domestic greenhouse arrangements.",False,Botanical clubs traded seeds fostering biodiversity within domestic greenhouse arrangements,botanical club trade seed foster biodiversity domestic greenhouse arrangement
1597,1053,1154,"Young playwrights premiered dramas, tackling issues relevant to modern teenage struggles.",False,Young playwrights premiered dramas tackling issues relevant to modern teenage struggles,young playwright premiere drama tackle issue relevant modern teenage struggle
1598,1054,1155,"Drivers navigated cloverleaf interchanges, avoiding congestion across interlocked highway merge points.",False,Drivers navigated cloverleaf interchanges avoiding congestion across interlocked highway merge points,driver navigate cloverleaf interchange avoid congestion interlock highway merge point
1599,1055,1156,"Editor-in-chief compiled articles, curating stories aimed at diverse global readerships.",False,Editor-in-chief compiled articles curating stories aimed at diverse global readerships,editor chief compile article curate story aim diverse global readership
1600,1056,1157,"Energy traders assessed futures, predicting fluctuations shaping commodity market outcomes daily.",False,Energy traders assessed futures predicting fluctuations shaping commodity market outcomes daily,energy trader assess future predict fluctuation shape commodity market outcome daily
1601,1057,1158,"Folk dance circles performed routines, bridging ages through time-honored steps.",False,Folk dance circles performed routines bridging ages through time-honored steps,folk dance circle perform routine bridge age time honor step
1602,1058,1159,"Lab analysts inspected cultures, ensuring growth mediums supported cell reproduction successfully.",False,Lab analysts inspected cultures ensuring growth mediums supported cell reproduction successfully,lab analyst inspect culture ensure growth medium support cell reproduction successfully
1603,1059,1160,"Physical education coaches monitored endurance, molding champion sprinters across training sessions.",False,Physical education coaches monitored endurance molding champion sprinters across training sessions,physical education coach monitor endurance mold champion sprinter training session
1604,1060,1161,"Forensic psychologists profiled suspects, guiding law enforcement in apprehension operations effectively.",False,Forensic psychologists profiled suspects guiding law enforcement in apprehension operations effectively,forensic psychologist profile suspect guide law enforcement apprehension operation effectively
1605,1061,1162,"Embassy staff processed visas, facilitating travel between multiple cooperating countries.",False,Embassy staff processed visas facilitating travel between multiple cooperating countries,embassy staff process visa facilitate travel multiple cooperate country
1606,1062,1163,"College bands rehearsed medleys, pumping excitement during spirited homecoming halftime appearances.",False,College bands rehearsed medleys pumping excitement during spirited homecoming halftime appearances,college band rehearse medley pump excitement spirited homecoming halftime appearance
1607,1063,1164,"Meteorologists disseminated forecasts, equipping farmers reliant on accurate weather outlooks.",False,Meteorologists disseminated forecasts equipping farmers reliant on accurate weather outlooks,meteorologist disseminate forecast equip farmer reliant accurate weather outlook
1608,1064,1165,"Philanthropists backed literacy drives, helping remote villages receive essential reading materials.",False,Philanthropists backed literacy drives helping remote villages receive essential reading materials,philanthropist back literacy drive help remote village receive essential reading material
1609,1065,1166,Caterers prepared canap,False,Caterers prepared canal,caterer prepare canal
1610,1066,1167,"Stage managers cued lighting, orchestrating drama transitions for immersive audience experiences.",False,Stage managers cued lighting orchestrating drama transitions for immerse audience experiences,stage manager cue lighting orchestrate drama transition immerse audience experience
1611,1067,1168,"Home gardeners grew herbs, delighting families with nutritious and thrifty harvests.",False,Home gardeners grew herbs delighting families with nutritious and thrifty harvests,home gardener grow herb delight family nutritious thrifty harvest
1612,1068,1169,"Motor companies pioneered hybrid designs, propelling automotive innovation toward cleaner performance.",False,Motor companies pioneered hybrid designs propelling automotive innovation toward cleaner performance,motor company pioneer hybrid design propel automotive innovation clean performance
1613,1069,1170,"Drone surveys replaced blueprints, documenting landscape changes within dynamic construction sites.",False,Drone surveys replaced blueprints documenting landscape changes within dynamic construction sites,drone survey replace blueprint document landscape change dynamic construction site
1614,1070,1171,"Freelance journalists pitched angles, shaping narratives across independent media syndication platforms.",False,Freelance journalists pitched angles shaping narratives across independent media syndication platforms,freelance journalist pitch angle shape narrative independent medium syndication platform
1615,1071,1172,"Munitions experts disposed ordnance, averting explosions threatening unsuspecting civilian populations.",False,Munitions experts disposed ordnance averting explosions threatening unsuspecting civilian populations,munition expert dispose ordnance avert explosion threaten unsuspecting civilian population
1616,1072,1173,"Camp counselors organized hikes, encouraging children",False,Camp counselors organized hikes encouraging children,camp counselor organize hike encourage child
1617,1073,1174,"Elder siblings offered tutoring, assisting younger relatives grappling with subjects.",False,Elder siblings offered tutoring assisting younger relatives grappling with subjects,eld sibling offer tutoring assist young relative grapple subject
1618,1074,1175,"Glider pilots soared gracefully, exploiting thermal columns for extended flight duration.",False,Glider pilots soared gracefully exploiting thermal columns for extended flight duration,glider pilot soar gracefully exploit thermal column extended flight duration
1619,1075,1176,"Fact-checkers validated sources, fortifying journalistic integrity with meticulous verification procedures.",False,Fact-checkers validated sources fortifying journalistic integrity with meticulous verification procedures,fact checker validate source fortify journalistic integrity meticulous verification procedure
1620,1076,1177,"Tailors delivered suits, ensuring special occasions progressed smoothly without fitting issues.",False,Tailors delivered suits ensuring special occasions progressed smoothly without fitting issues,tailor deliver suit ensure special occasion progress smoothly fit issue
1621,1077,1178,"Zen practitioners practiced compassion, modeling serenity within stressful modern environments.",False,Zen practitioners practiced compassion modeling serenity within stressful modern environments,zen practitioner practice compassion model serenity stressful modern environment
1622,1078,1179,"Students observed botanical cross-pollination, understanding underlying concepts enriching biology curricula.",False,Students observed botanical crosspollination understanding underlying concepts enriching biology curricular,student observe botanical crosspollination understand underlie concept enrich biology curricular
1623,1079,1180,"Hydroelectric dams produced power, channeling resources toward neighboring industrial and residential centers.",False,Hydroelectric dams produced power channeling resources toward neighboring industrial and residential centers,hydroelectric dam produce power channel resource neighbor industrial residential center
1624,1080,1181,"Linguists mapped accents, charting dialect evolution influenced by regional migrations.",False,Linguists mapped accents charting dialect evolution influenced by regional migrations,linguist map accent chart dialect evolution influence regional migration
1625,1081,1182,"Steel magnates financed apprenticeships, ensuring future generations maintained essential foundry operations.",False,Steel magnates financed apprenticeships ensuring future generations maintained essential foundry operations,steel magnate finance apprenticeship ensure future generation maintain essential foundry operation
1626,1082,1183,"Animal trackers documented footprints, pinpointing habitats sustaining endangered carnivorous species.",False,Animal trackers documented footprints pinpointing habitats sustaining endangered carnivorous species,animal tracker document footprint pinpoint habitat sustain endanger carnivorous specie
1627,1083,1184,"Investigative bloggers scrutinized finances, exposing graft linked to municipal bidding contracts.",False,Investigative bloggers scrutinized finances exposing graft linked to municipal bidding contracts,investigative blogger scrutinize finance expose graft link municipal bidding contract
1628,1084,1185,"Highway patrols scanned motorists, enforcing speed limits across desert interstate stretches.",False,Highway patrols scanned motorists enforcing speed limits across desert interstate stretches,highway patrol scan motorist enforce speed limit desert interstate stretch
1629,1085,1186,"Ancient monasteries sheltered pilgrims, offering solace amid precarious canyon cliff paths.",False,Ancient monasteries sheltered pilgrims offering solace amid precarious canyon cliff paths,ancient monastery shelter pilgrim offer solace precarious canyon cliff path
1630,1086,1187,"Independent producers launched crowdfunding, rallying global supporters behind documentary film projects.",False,"Independent producers launched crowdfunding, rallying global supporters behind documentary film projects",independent producer launch crowdfunding rally global supporter documentary film project
1631,1087,1188,"Naval architects tweaked hulls, perfecting stability under tumultuous deep-ocean wave forces.",False,Naval architects tweaked hulls perfecting stability under tumultuous deep-ocean wave forces,naval architect tweak hull perfect stability tumultuous deep ocean wave force
1632,1088,1189,"Recording studios hosted jam sessions, uniting artists exploring combined musical directions.",False,Recording studios hosted jam sessions uniting artists exploring combined musical directions,recording studio host jam session unite artist explore combined musical direction
1633,1089,1190,"Electrical technicians serviced grids, ensuring power stability throughout urban enterprise zones.",False,Electrical technicians serviced grids ensuring power stability throughout urban enterprise zones,electrical technician serviced grid ensure power stability urban enterprise zone
1634,1090,1191,"Restoration architects repaired clock towers, reviving symbols reflecting local civic pride.",False,Restoration architects repaired clock towers reviving symbols reflecting local civic pride,restoration architect repair clock tower revive symbol reflect local civic pride
1635,1091,1192,"Players wore headsets, competing globally within virtual-reality esports community tournaments.",False,Players wore headsets competing globally within virtual-reality sports community tournaments,player wear headset compete globally virtual reality sport community tournament
1636,1092,1193,"University start-ups showcased breakthroughs, attracting venture capital investments from seasoned entrepreneurs.",False,University startups showcased breakthroughs attracting venture capital investments from seasoned entrepreneurs,university startup showcase breakthrough attract venture capital investment seasoned entrepreneur
1637,1093,1194,"Casting directors selected roles, matching personalities suited for progressive film narratives.",False,Casting directors selected roles matching personalities suited for progressive film narratives,cast director select role match personality suit progressive film narrative
1638,1094,1195,"Climate experts proposed models, explaining coastal flooding driven by global warming.",False,Climate experts proposed models explaining coastal flooding driven by global warming,climate expert propose model explain coastal flooding drive global warming
1639,1095,1196,"Global hikers documented ascents, comparing experiences across summit-based social networking groups.",False,Global hikers documented ascents comparing experiences across summit-based social networking groups,global hiker document ascent compare experience summit base social networking group
1640,1096,1197,"Independent brewers concocted recipes, experimenting grains for signature beverages shared regionally.",False,Independent brewers concocted recipes experimenting grains for signature beverages shared regionally,independent brewer concoct recipe experiment grain signature beverage share regionally
1641,1097,1198,"Academicians debated ethics, dissecting philosophical viewpoints shaping national public policy.",False,Academicians debated ethics dissecting philosophical viewpoints shaping national public policy,academician debate ethic dissect philosophical viewpoint shape national public policy
1642,1098,1199,"Aquariums exhibited jellyfish tanks, mesmerizing audiences with slow, hypnotic luminescence patterns.",False,Aquariums exhibited jellyfish tanks mesmerizing audiences with slow hypnotic luminescence patterns,aquarium exhibit jellyfish tank mesmerize audience slow hypnotic luminescence pattern
1643,1099,1200,"Digital archivists created backups, preserving manuscripts against data corruption over decades.",False,Digital archivists created backups preserving manuscripts against data corruption over decades,digital archivist create backup preserve manuscript datum corruption decade
1644,1100,1201,"Observers tracked border crossings, preparing humanitarian relief for displaced families.",False,Observers tracked border crossings preparing humanitarian relief for displaced families,observer track border crossing prepare humanitarian relief displace family
1645,1101,1202,"Whale sanctuaries protected pods, limiting vessel traffic through marine habitats.",False,Whale sanctuaries protected pods limiting vessel traffic through marine habitats,whale sanctuary protect pod limit vessel traffic marine habitat
1646,1102,1203,"Botanists observed germination, describing morphological shifts within controlled greenhouse environments.",False,Botanists observed germination describing morphological shifts within controlled greenhouse environments,botanist observe germination describe morphological shift control greenhouse environment
1647,1103,1204,"Drone operators scouted farmland, assessing irrigation coverage under midday sunshine.",False,Drone operators scouted farmland assessing irrigation coverage under midday sunshine,drone operator scout farmland assess irrigation coverage midday sunshine
1648,1104,1205,"Poetry clubs hosted slams, invigorating creativity among emerging spoken-word enthusiasts.",False,Poetry clubs hosted slams invigorating creativity among emerging spoken-word enthusiasts,poetry club host slam invigorate creativity emerge speak word enthusiast
1649,1105,1206,"Census data illuminated demographics, revealing migration patterns reshaping community expansions.",False,Census data illuminated demographics revealing migration patterns reshaping community expansions,census datum illuminate demographic reveal migration pattern reshape community expansion
1650,1106,1207,"Conflict mediators arranged summits, stabilizing tensions across disputed frontier areas.",False,Conflict mediators arranged summits stabilizing tensions across disputed frontier areas,conflict mediator arrange summit stabilize tension dispute frontier area
1651,1107,1208,"Marine life thrived, replenishing reef systems under environmental conservation policies.",False,Marine life thrived replenishing reef systems under environmental conservation policies,marine life thrive replenish reef system environmental conservation policy
1652,1108,1209,"Master carpenters restored antiques, breathing elegance into refurbished wooden furniture.",False,Master carpenters restored antiques breathing elegance into refurbished wooden furniture,master carpenter restore antique breathing elegance refurbished wooden furniture
1653,1109,1210,"Students coded simulations, visualizing influences among celestial objects for research.",False,Students coded simulations visualizing influences among celestial objects for research,student code simulation visualize influence celestial object research
1654,1110,1211,"Drone footage aided cartographers, generating precise topographical charts across wilderness.",False,Drone footage aided cartographers generating precise topographical charts across wilderness,drone footage aid cartographer generate precise topographical chart wilderness
1655,1111,1212,"Congress updated policies, modifying labor regulations, strengthening worker representation nationwide.",False,Congress updated policies modifying labor regulations strengthening worker representation nationwide,update policy modify labor regulation strengthen worker representation nationwide
1656,1112,1213,"Geologists documented seismic swarms, anticipating volcanic hazards beneath island formations.",False,Geologists documented seismic swarms anticipating volcanic hazards beneath island formations,geologist document seismic swarm anticipate volcanic hazard island formation
1657,1113,1214,"Medieval scholars debated theology, shaping dogma across monastic scriptoria worldwide.",False,Medieval scholars debated theology shaping dogma across monastic scriptoria worldwide,medieval scholar debate theology shape dogma monastic scriptoria worldwide
1658,1114,1215,"Bilingual instructors promoted fluency, bridging communication barriers among classroom populations.",False,Bilingual instructors promoted fluency bridging communication barriers among classroom populations,bilingual instructor promote fluency bridge communication barrier classroom population
1659,1115,1216,"Tech giants funded hackathons, sparking inventions fueling next-generation electronic markets.",False,"teach giants funded hackathons, sparking inventions fueling next-generation electronic markets",teach giant fund hackathon spark invention fuel generation electronic market
1660,1116,1217,"Researchers collected waterfowl data, guiding wetland preservation along migratory routes.",False,Researchers collected waterfowl data guiding wetland preservation along migratory routes,researcher collect waterfowl datum guide wetland preservation migratory route
1661,1117,1218,"Casino regulators enforced oversight, ensuring compliance across gambling establishments statewide.",False,Casino regulators enforced oversight ensuring compliance across gambling establishments statewide,casino regulator enforce oversight ensure compliance gamble establishment statewide
1662,1118,1219,"Marine archaeologists surveyed wrecks, retrieving artifacts lost during disasters past.",False,Marine archaeologists surveyed wrecks retrieving artifacts lost during disasters past,marine archaeologist survey wreck retrieve artifact lose disaster
1663,1119,1220,"Aquaponics specialists advised farmers, integrating fish tanks into greenhouse systems.",False,Aquaponics specialists advised farmers integrating fish tanks into greenhouse systems,aquaponic specialist advise farmer integrate fish tank greenhouse system
1664,1120,1221,"Voters demanded transparency, pressuring officials to disclose undisclosed budgeting details.",False,Voters demanded transparency pressuring officials to disclose undisclosed budgeting details,voter demand transparency pressure official disclose undisclosed budgeting detail
1665,1121,1222,"Acrobatic performers twirled hoops, captivating crowds during circus-themed neighborhood festivals.",False,Acrobatic performers twirled hoops captivating crowds during circus-themed neighborhood festivals,acrobatic performer twirl hoop captivate crowd circus theme neighborhood festival
1666,1122,1223,"Journal editors screened studies, confirming accuracy to publication within journals.",False,Journal editors screened studies confirming accuracy to publication within journals,editor screen study confirm accuracy publication journal
1667,1123,1224,"Yacht racers anticipated weather shifts, plotting routes across ocean passages.",False,Yacht racers anticipated weather shifts plotting routes across ocean passages,yacht racer anticipate weather shift plot route ocean passage
1668,1124,1225,"Junior innovators pitched prototypes, securing seed investments fueling product design.",False,Junior innovators pitched prototypes securing seed investments fueling product design,junior innovator pitch prototype secure seed investment fuel product design
1669,1125,1226,"City expansions overhauled infrastructure, streamlining commutes throughout historically congested suburbs.",False,City expansions overhauled infrastructure streamlining commutes throughout historically congested suburbs,city expansion overhaul infrastructure streamline commute historically congested suburb
1670,1126,1227,"Activist coalitions raised petitions, demanding investigations into questionable legislative dealings.",False,Activist coalitions raised petitions demanding investigations into questionable legislative dealings,activist coalition raise petition demand investigation questionable legislative dealing
1671,1127,1228,"Apprentices welded components, refining trade skills within manufacturing apprenticeship programs.",False,Apprentices welded components refining trade skills within manufacturing apprenticeship programs,apprentice weld component refining trade skill manufacture apprenticeship program
1672,1128,1229,"Civil engineers repaired tunnels, mitigating structural risks caused by flooding.",False,Civil engineers repaired tunnels mitigating structural risks caused by flooding,civil engineer repair tunnel mitigate structural risk cause flood
1673,1129,1230,"Marching bands practiced formations, merging percussion patterns with step movements.",False,Marching bands practiced formations merging percussion patterns with step movements,march band practice formation merge percussion pattern step movement
1674,1130,1231,"Botanists cataloged pollinators, quantifying diversity across horticultural test plots nationwide.",False,Botanists cataloged pollinators quantifying diversity across horticultural test plots nationwide,botanist catalog pollinator quantify diversity horticultural test plot nationwide
1675,1131,1232,"Diplomats established protocols, averting conflict escalations within border regions globally.",False,Diplomats established protocols averting conflict escalations within border regions globally,diplomat establish protocol avert conflict escalation border region globally
1676,1132,1233,"Plastic recycling initiatives soared, encouraging citizens to reduce waste volumes.",False,Plastic recycling initiatives soared encouraging citizens to reduce waste volumes,plastic recycling initiative soar encourage citizen reduce waste volume
1677,1133,1234,"Local brewers experimented flavors, showcasing craft beverages appealing to connoisseurs.",False,Local brewers experimented flavors showcasing craft beverages appealing to connoisseurs,local brewer experiment flavor showcase craft beverage appeal connoisseur
1678,1134,1235,"Police detectives examined footprints, linking crime scenes scattered throughout boroughs.",False,Police detectives examined footprints linking crime scenes scattered throughout boroughs,police detective examine footprint link crime scene scatter borough
1679,1135,1236,"National libraries curated archives, digitizing manuscripts for educational enrichment initiatives.",False,National libraries curated archives digitizing manuscripts for educational enrichment initiatives,national library curate archive digitize manuscript educational enrichment initiative
1680,1136,1237,"Farmers markets boosted commerce, connecting producers directly with neighborhood clientele.",False,Farmers markets boosted commerce connecting producers directly with neighborhood clientèle,farmer market boost commerce connect producer directly neighborhood clientèle
1681,1137,1238,"Coastal watchers spotted orcas, noting patterns within protected maritime corridors.",False,Coastal watchers spotted orcas noting patterns within protected maritime corridors,coastal watcher spot orcas note pattern protect maritime corridor
1682,1138,1239,"Peer counselors offered guidance, easing stress during transitional academic phases.",False,Peer counselors offered guidance easing stress during transitional academic phases,peer counselor offer guidance ease stress transitional academic phase
1683,1139,1240,"Rare coin auctions attracted collectors, driving bids for significant currencies.",False,Rare coin auctions attracted collectors driving bids for significant currencies,rare coin auction attract collector drive bid significant currency
1684,1140,1241,"Empowered archivists curated galleries, championing indigenous art from tribal artists.",False,Empowered archivists curated galleries championing indigenous art from tribal artists,empowered archivist curate gallery champion indigenous art tribal artist
1685,1141,1242,"Ornithologists supervised eagles, gathering plumage samples for genetics research efforts.",False,Ornithologists supervised eagles gathering plumage samples for genetics research efforts,ornithologist supervise eagle gather plumage sample genetic research effort
1686,1142,1243,"Alpine huts offered shelter, accommodating mountaineers braving traversals at altitude.",False,Alpine huts offered shelter accommodating mountaineers braving traversals at altitude,alpine hut offer shelter accommodate mountaineer brave traversal altitude
1687,1143,1244,"Forum moderators enforced rules, preserving civility among online discussion groups.",False,Forum moderators enforced rules preserving civility among online discussion groups,forum moderator enforce rule preserve civility online discussion group
1688,1144,1245,"Festival choreographers organized dancers, coordinating routines showcased before excited audiences.",False,Festival choreographers organized dancers coordinating routines showcased before excited audiences,festival choreographer organize dancer coordinate routine showcase excited audience
1689,1145,1246,"Skaters built ramps, practicing aerial maneuvers perfected at tournaments nationwide.",False,Skaters built ramps practicing aerial maneuvers perfected at tournaments nationwide,skater build ramp practice aerial maneuver perfect tournament nationwide
1690,1146,1247,"Electric train networks expanded swiftly, easing commutes throughout regional corridors.",False,Electric train networks expanded swiftly easing commutes throughout regional corridors,train network expand swiftly ease commute regional corridor
1691,1147,1248,"Archaeological digs revealed pottery, illuminating trade relationships across ancient settlements.",False,Archaeological digs revealed pottery illuminating trade relationships across ancient settlements,archaeological dig reveal pottery illuminate trade relationship ancient settlement
1692,1148,1249,"Citizen activists formed nonprofits, advocating solutions tackling environmental justice challenges.",False,Citizen activists formed nonprofits advocating solutions tackling environmental justice challenges,activist form nonprofit advocate solution tackle environmental justice challenge
1693,1149,1250,"Civil rights attorneys challenged statutes, pursuing equity within frameworks nationwide.",False,Civil rights attorneys challenged statutes pursuing equity within frameworks nationwide,civil right attorney challenge statute pursue equity framework nationwide
1694,1150,1251,"Independent tailors advertised suits, attracting clientele seeking personalized sizing solutions.",False,Independent tailors advertised suits attracting clientèle seeking personalized sizing solutions,independent tailor advertise suit attract clientèle seek personalized size solution
1695,1151,1252,"Horse trainers conditioned stallions, refining discipline ahead of derby exhibitions.",False,Horse trainers conditioned stallions refining discipline ahead of derby exhibitions,horse trainer condition stallion refine discipline ahead derby exhibition
1696,1152,1253,"Buddhist monasteries received pilgrims, fostering spiritual reflection during meditation retreats.",False,Buddhist monasteries received pilgrims fostering spiritual reflection during meditation retreats,buddhist monastery receive pilgrim foster spiritual reflection meditation retreat
1697,1153,1254,"Coastal engineers fortified levees, counteracting erosion damaging nearby beachfront homes.",False,Coastal engineers fortified levees counteracting erosion damaging nearby beachfront homes,coastal engineer fortify levee counteract erosion damage nearby beachfront home
1698,1154,1255,"Astronomers publicized comet sightings, helping stargazers glimpse cosmic wonders overhead.",False,Astronomers publicized comet sightings helping stargazers glimpse cosmic wonders overhead,astronomer publicize comet sighting help stargazer glimpse cosmic wonder overhead
1699,1155,1256,"Tournament organizers locked brackets, revealing seeds assigned for elimination rounds.",False,Tournament organizers locked brackets revealing seeds assigned for elimination rounds,tournament organizer lock bracket reveal seed assign elimination round
1700,1156,1257,"Epidemiologists gathered statistics, correlating infection rates with socioeconomic factors regionally.",False,Epidemiologists gathered statistics correlating infection rates with socioeconomic factors regionally,epidemiologist gather statistic correlate infection rate socioeconomic factor regionally
1701,1157,1258,"Auction houses listed paintings, enticing art enthusiasts bidding on masterpieces.",False,Auction houses listed paintings enticing art enthusiasts bidding on masterpieces,auction house list painting entice art enthusiast bid masterpiece
1702,1158,1259,"Reforestation campaigns motivated volunteers, enabling plantings across once-devastated logging zones.",False,Reforestation campaigns motivated volunteers enabling plantings across once-devastated logging zones,reforestation campaign motivate volunteer enable planting devastate logging zone
1703,1159,1260,"Librarians introduced comics, broadening readership among readers discovering literature's appeal.",False,Librarians introduced comics broadening readership among readers discovering literature's appeal,librarian introduce comicstrip broaden readership reader discover literature appeal
1704,1160,1261,"Career counselors recommended apprenticeships, bridging educational paths and industry demands.",False,Career counselors recommended apprenticeships bridging educational paths and industry demands,career counselor recommend apprenticeship bridge educational path industry demand
1705,1161,1262,"Cell biologists probed organelles, examining proteins crucial for cellular processes.",False,Cell biologists probed organelles examining proteins crucial for cellular processes,cell biologist probe organelle examine protein crucial cellular process
1706,1162,1263,"Marketing experts tracked demographics, tailoring campaigns toward consumer preference clusters.",False,Marketing experts tracked demographics tailoring campaigns toward consumer preference clusters,marketing expert track demographic tailor campaign consumer preference cluster
1707,1163,1264,"Junior librarians read manuscripts, recommending hidden gems to library patrons.",False,Junior librarians read manuscripts recommending hidden gems to library patrons,junior librarian read manuscript recommend hide gem library patron
1708,1164,1265,"Storm watchers deployed sensors, documenting atmospheric anomalies preceding tornado formations.",False,Storm watchers deployed sensors documenting atmospheric anomalies preceding tornado formations,storm watcher deploy sensor document atmospheric anomaly precede tornado formation
1709,1165,1266,"University archivists restored manuscripts, safeguarding accounts integral to academic research.",False,University archivists restored manuscripts safeguarding accounts integral to academic research,university archivist restore manuscript safeguarding account integral academic research
1710,1166,1267,"Choral instructors guided harmonies, blending voices into group performances effortlessly.",False,Choral instructors guided harmonies blending voices into group performances effortlessly,choral instructor guide harmony blend voice group performance effortlessly
1711,1167,1268,"Flood control agencies dredged canals, optimizing drainage throughout monsoon-prone basins.",False,Flood control agencies dredged canals optimizing drainage throughout monsoon-prone basins,flood control agency dredge canal optimize drainage monsoon prone basin
1712,1168,1269,"Costume historians identified fabrics, pinpointing eras represented by court garments.",False,Costume historians identified fabrics pinpointing eras represented by court garments,costume historian identify fabric pinpoint era represent court garment
1713,1169,1270,"Mental health advocates collaborated globally, sharing therapies for traumatized populations.",False,Mental health advocates collaborated globally sharing therapies for traumatized populations,mental health advocate collaborate globally share therapy traumatized population
1714,1170,1271,"Volunteer translators bridged languages, facilitating comprehension between officials from regions.",False,Volunteer translators bridged languages facilitating comprehension between officials from regions,volunteer translator bridge language facilitate comprehension official region
1715,1171,1272,"Explorers ascended canyons, demonstrating endurance required for wilderness trekking excursions.",False,Explorers ascended canyons demonstrating endurance required for wilderness trekking excursions,explorer ascend canyon demonstrate endurance require wilderness trekking excursion
1716,1172,1273,"Shelters rescued strays, rehabilitating animals before placing them into homes.",False,Shelters rescued strays rehabilitating animals before placing them into homes,shelter rescue stray rehabilitate animal place home
1717,1173,1274,"Freight ships navigated canals, boosting seaport traffic amid trade expansions.",False,Freight ships navigated canals boosting seaport traffic amid trade expansions,freight ship navigate canal boost seaport traffic trade expansion
1718,1174,1275,"University clubs organized debates, challenging undergraduates to articulate positions persuasively.",False,University clubs organized debates challenging undergraduates to articulate positions persuasively,university club organize debate challenge undergraduate articulate position persuasively
1719,1175,1276,"Volunteer programmers developed trackers, assisting researchers monitoring endangered species populations.",False,Volunteer programmers developed trackers assisting researchers monitoring endangered species populations,volunteer programmer develop tracker assist researcher monitor endangered specie population
1720,1176,1277,"Theater boards selected plays, prioritizing themes reflective of social dilemmas.",False,Theater boards selected plays prioritizing themes reflective of social dilemmas,theater board select play prioritize theme reflective social dilemma
1721,1177,1278,"Electric cooperatives established networks, distributing power throughout sparsely inhabited districts.",False,Electric cooperatives established networks distributing power throughout sparsely inhabited districts,electric cooperative establish network distribute power sparsely inhabit district
1722,1178,1279,"Cosmetic chemists formulated products, balancing safety with consumer expectations globally.",False,Cosmetic chemists formulated products balancing safety with consumer expectations globally,cosmetic chemist formulate product balance safety consumer expectation globally
1723,1179,1280,"Literacy teachers advised methods, equipping parents supporting children",False,Literacy teachers advised methods equipping parents supporting children,literacy teacher advise method equip parent support child
1724,1180,1281,"Diplomats attended banquets, strengthening alliances during annual intergovernmental summit collaborations.",False,Diplomats attended banquets strengthening alliances during annual intergovernmental summit collaborations,diplomat attend banquet strengthen alliance annual intergovernmental summit collaboration
1725,1181,1282,"Undergrad chemists tested compounds, verifying hypotheses within laboratory experiment sessions.",False,Undergrad chemists tested compounds verifying hypotheses within laboratory experiment sessions,undergrad chemist test compound verifying hypothesis laboratory experiment session
1726,1182,1283,"Fire spotters coordinated aircraft, extinguishing flare-ups along heavily wooded regions.",False,Fire spotters coordinated aircraft extinguishing flareups along heavily wooded regions,fire spotter coordinate aircraft extinguishing flareup heavily woode region
1727,1183,1284,"Beekeeping courses introduced novices, fostering pollination awareness amid apian habitats.",False,Beekeeping courses introduced novices fostering pollination awareness amid apian habitats,beekeepe course introduce novice foster pollination awareness apian habitat
1728,1184,1285,"Folk bands harmonized refrains, passing traditions onto younger festival-bound generations.",False,Folk bands harmonized refrains passing traditions onto younger festival-bound generations,folk band harmonize refrain pass tradition young festival bind generation
1729,1185,1286,"Alpine geographers documented crags, charting pathways suitable for climbing groups.",False,Alpine geographers documented crags charting pathways suitable for climbing groups,alpine geographer document crag chart pathway suitable climbing group
1730,1186,1287,"University labs prepared drones, implementing sensing projects across agricultural fields.",False,University labs prepared drones implementing sensing projects across agricultural fields,university lab prepare drone implement sense project agricultural field
1731,1187,1288,"Security firms dispatched guards, preventing intrusions within data center complexes.",False,Security firms dispatched guards preventing intrusions within data center complexes,security firm dispatch guard prevent intrusion datum center complex
1732,1188,1289,"Social clubs established scholarships, alleviating tuition burdens for college hopefuls.",False,Social clubs established scholarships alleviating tuition burdens for college hopefuls,club establish scholarship alleviate tuition burden college hopeful
1733,1189,1290,"Robot enthusiasts programmed sensors, automating tasks once handled by humans.",False,Robot enthusiasts programmed sensors automating tasks once handled by humans,robot enthusiast program sensor automate task handle human
1734,1190,1291,"Nonprofit boards planned expansions, allocating funds toward student scholarship programs.",False,Nonprofit boards planned expansions allocating funds toward student scholarship programs,nonprofit board plan expansion allocate fund student scholarship program
1735,1191,1292,"Mentoring networks matched mentees, fostering personal growth among community leaders.",False,"Mentoring networks matched mentees, fostering personal growth among community leaders",mentor network match mentee foster personal growth community leader
