,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
331,331,,,faint salty tang sweat cling gym clothe,,True,,faint salty tang sweat cling gym clothe
479,479,,,warm buttery scent cornbread bake cast iron skillet,,True,,warm buttery scent cornbread bake cast iron skillet
1044,1544,,,literacy partner translate textbook broaden resource offer undeserved classroom globally,,False,,literacy partner translate textbook broaden resource offer undeserved classroom globally
429,429,,,fresh clean scent ocean spray invigorate sandy shoreline,,True,,fresh clean scent ocean spray invigorate sandy shoreline
453,453,,,faintly floral jasmine fragrance fill evening garden elegance,,True,,faintly floral jasmine fragrance fill evening garden elegance
1214,1714,,,bilingual instructor promote fluency bridge communication barrier classroom population,,False,,bilingual instructor promote fluency bridge communication barrier classroom population
393,893,,,midwife calm new mother guide early parenthood compassion expertise,,False,,midwife calm new mother guide early parenthood compassion expertise
638,1138,,,brave avalanche hone survival tactic summit attempt,,False,,brave avalanche hone survival tactic summit attempt
415,915,,,steelworker forge beam construct modern skyscraper urbanized metropolitan district,,False,,steelworker forge beam construct modern skyscraper urbanized metropolitan district
211,711,,,floodplain planner reinforce levee mitigate risk riverside residential district,,False,,floodplain planner reinforce levee mitigate risk riverside residential district
43,543,,,librarian arrange rare manuscript carefully climate control archival storage shelf,,False,,librarian arrange rare manuscript carefully climate control archival storage shelf
141,141,,,damp wool sock carry earthy musty smell hike,,True,,damp wool sock carry earthy musty smell hike
442,942,,,stream platform diversify catalog grant indie filmmaker exposure community,,False,,stream platform diversify catalog grant indie filmmaker exposure community
137,637,,,educator revise lesson plan frequently adapt coursework evolve demand,,False,,educator revise lesson plan frequently adapt coursework evolve demand
1210,1710,,,drone footage aid cartographer generate precise topographical chart wilderness,,False,,drone footage aid cartographer generate precise topographical chart wilderness
504,1004,,,farmstead family gather harvest celebrate tradition pass generation,,False,,farmstead family gather harvest celebrate tradition pass generation
1059,1559,,,political journalist interview incumbent reveal insight shape campaign rhetoric nationwide,,False,,political journalist interview incumbent reveal insight shape campaign rhetoric nationwide
344,344,,,crisp cool scent eucalyptus leave fill relaxation room,,True,,crisp cool scent eucalyptus leave fill relaxation room
271,271,,,rich savory smell roasting garlic fill dinner table,,True,,rich savory smell roasting garlic fill dinner table
184,184,,,acrid odor firework hang smoky night,,True,,acrid odor firework hang smoky night
836,1336,,,census analyst revise guideline standardize form demographic assessment,,False,,census analyst revise guideline standardize form demographic assessment
244,244,,,metallic scent copper coin cling hand,,True,,metallic scent copper coin cling hand
422,422,,,warm savory smell roasted chestnut fill city street,,True,,warm savory smell roasted chestnut fill city street
486,486,,,earthy herbal smell oregano enhance bubble pizza sauce,,True,,earthy herbal smell oregano enhance bubble pizza sauce
825,1325,,,fossil display amazed visitor illustrate evolution prehistoric reptile specie,,False,,fossil display amazed visitor illustrate evolution prehistoric reptile specie
1193,1693,,,cast director select role matching personality suit progressive film narrative,,False,,cast director select role matching personality suit progressive film narrative
925,1425,,,mathematician formulate distribution apply probability theory real world predictive modeling,,False,,mathematician formulate distribution apply probability theory real world predictive modeling
82,582,,,university student debate philosophical theory ivy cover lecture hall afternoon,,False,,university student debate philosophical theory ivy cover lecture hall afternoon
861,1361,,,citizen patrol organize night shift deter crime suburban neighborhood,,False,,citizen patrol organize night shift deter crime suburban neighborhood
317,817,,,filmmaker direct cast member shape authentic performance gritty historical drama,,False,,filmmaker direct cast member shape authentic performance gritty historical drama
859,1359,,,pianist perform concerto elevate recital refined classical music appreciation,,False,,pianist perform concerto elevate recital refined classical music appreciation
830,1330,,,animal rescue rehabilitated stray place permanent home worldwide,,False,,animal rescue rehabilitated stray place permanent home worldwide
250,250,,,sharp peppery scent arugula rise salad bowl,,True,,sharp peppery scent arugula rise salad bowl
759,1259,,,electrician wire circuit prevent overload commercial complex construction,,False,,electrician wire circuit prevent overload commercial complex construction
957,1457,,,wardrobe assistant tailor gown elevate fashion standard televise gala appearance,,False,,wardrobe assistant tailor gown elevate fashion standard televise gala appearance
608,1108,,,outdoor enthusiast pitch tent slumber peacefully heavenly constellation overhead,,False,,outdoor enthusiast pitch tent slumber peacefully heavenly constellation overhead
425,425,,,faintly metallic tang cling damp steel railing,,True,,faintly metallic tang cling damp steel railing
785,1285,,,equity advocate champion legislation uplift underrepresented segment policy framework,,False,,equity advocate champion legislation uplift underrepresented segment policy framework
798,1298,,,molecular chef manipulate texture showcase experimental dish gastronomic event,,False,,molecular chef manipulate texture showcase experimental dish gastronomic event
917,1417,,,auctioneer display antique entice collector seek elusive piece completion,,False,,auctioneer display antique entice collector seek elusive piece completion
1019,1519,,,aerospace team fire thruster verify spacecraft stability microgravity flight test,,False,,aerospace team fire thruster verify spacecraft stability microgravity flight test
90,590,,,burgeon entrepreneur pitch fresh idea seek partner innovative conference,,False,,burgeon entrepreneur pitch fresh idea seek partner innovative conference
29,529,,,cat lounge contentedly unwarmed windowsill long peaceful afternoon indoor,,False,,cat lounge contentedly unwarmed windowsill long peaceful afternoon indoor
1176,1676,,,tailor deliver suit ensure special occasion progress smoothly fitting issue,,False,,tailor deliver suit ensure special occasion progress smoothly fitting issue
1230,1730,,,botanist catalog pollinator quantify diversity horticultural test plot nationwide,,False,,botanist catalog pollinator quantify diversity horticultural test plot nationwide
488,988,,,military historian analyze war diary extract evolution influence modern doctrine,,False,,military historian analyze war diary extract evolution influence modern doctrine
182,182,,,rich buttery fragrance popcorn fill movie theater,,True,,rich buttery fragrance popcorn fill movie theater
170,170,,,acrid stench burn toast fill tiny apartment,,True,,acrid stench burn toast fill tiny apartment
292,292,,,warm nutty aroma peanut butter spread snack bar,,True,,warm nutty aroma peanut butter spread snack bar
233,733,,,fitness trainer demonstrate stretch improve flexibility marathon trainee weekly,,False,,fitness trainer demonstrate stretch improve flexibility marathon trainee weekly
1113,1613,,,university registrar process application confirm admission semester new enrollee,,False,,university registrar process application confirm admission semester new enrollee
300,300,,,tangy scent orange peel brighten winter morning,,True,,tangy scent orange peel brighten winter morning
1216,1716,,,researcher collect waterfowl datum guide wetland preservation migratory route,,False,,researcher collect waterfowl datum guide wetland preservation migratory route
438,438,,,sweet fruity smell raspberry brighten summer tart,,True,,sweet fruity smell raspberry brighten summer tart
471,471,,,spicy fragrant aroma chair tea infuse cozy,,True,,spicy fragrant aroma chair tea infuse cozy
222,722,,,lighthouse keeper maintain beacon guide ship safely dangerous offshore reef,,False,,lighthouse keeper maintain beacon guide ship safely dangerous offshore reef
1264,1764,,,storm watcher deploy sensor document atmospheric anomaly precede tornado formation,,False,,storm watcher deploy sensor document atmospheric anomaly precede tornado formation
423,923,,,stage director refine choreography polish transition theatrical production daily,,False,,stage director refine choreography polish transition theatrical production daily
986,1486,,,skater perform spin impress judge score artistry competitive figure event,,False,,skater perform spin impress judge score artistry competitive figure event
371,371,,,sweet tropical aroma pineapple perfume market stall,,True,,sweet tropical aroma pineapple perfume market stall
359,859,,,scriptwriter brainstorm twist keep audience enthral upcoming blockbuster action flick,,False,,scriptwriter brainstorm twist keep audience enthral upcoming blockbuster action flick
840,1340,,,survey drone patrol highway inspect infrastructure crack damage,,False,,survey drone patrol highway inspect infrastructure crack damage
415,415,,,spicy zesty aroma coriander add depth marinade,,True,,spicy zesty aroma coriander add depth marinade
387,887,,,decorator arrange centerpiece set elegant table glamorous charity banquet tomorrow,,False,,decorator arrange centerpiece set elegant table glamorous charity banquet tomorrow
1195,1695,,,global hiker document ascent compare experience summit base social networking group,,False,,global hiker document ascent compare experience summit base social networking group
175,175,,,sweet sugary aroma caramelize apple fill air,,True,,sweet sugary aroma caramelize apple fill air
1048,1548,,,international champion teach clinic mentor new prospect specialized athletic domain,,False,,international champion teach clinic mentor new prospect specialized athletic domain
631,1131,,,philosopher debate principle influence university curriculum global think tank,,False,,philosopher debate principle influence university curriculum global think tank
67,567,,,sunlit dust mote drift lazily tower cathedral window afternoon,,False,,sunlit dust mote drift lazily tower cathedral window afternoon
855,1355,,,government inspector visit factory verify compliance worker safety mandate,,False,,government inspector visit factory verify compliance worker safety mandate
334,334,,,faintly metallic smell rise newly sharpen kitchen knife,,True,,faintly metallic smell rise newly sharpen kitchen knife
282,782,,,clockmaker repair gear restore century old timepiece private collector worldwide,,False,,clockmaker repair gear restore century old timepiece private collector worldwide
91,591,,,exhausted marathon runner chug electrolyte drink recuperate temporary race tent,,False,,exhausted marathon runner chug electrolyte drink recuperate temporary race tent
501,1001,,,night patrol check perimeter fence protect farmland wander wildlife,,False,,night patrol check perimeter fence protect farmland wander wildlife
421,921,,,marketing strategist conduct focus group shape perception advertising campaign,,False,,marketing strategist conduct focus group shape perception advertising campaign
578,1078,,,sustainability advocate press lawmaker mandate policy municipal zone regulation,,False,,sustainability advocate press lawmaker mandate policy municipal zone regulation
198,198,,,sweet tang tangerine perfume market stall,,True,,sweet tang tangerine perfume market stall
15,15,,,damp wool carry musty odor rainy trek,,True,,damp wool carry musty odor rainy trek
265,265,,,fresh herbal scent parsley brighten kitchen air,,True,,fresh herbal scent parsley brighten kitchen air
75,575,,,seasoned baker knead dough vigorously shape loaf community feast,,False,,seasoned baker knead dough vigorously shape loaf community feast
425,925,,,clay artisan shape bowl finish glaze highlight personal expression,,False,,clay artisan shape bowl finish glaze highlight personal expression
373,873,,,eld statesman share wisdom guide novice shift diplomatic landscape abroad,,False,,eld statesman share wisdom guide novice shift diplomatic landscape abroad
98,598,,,tranquil fountain bubble softly attract family seek peaceful rest errand,,False,,tranquil fountain bubble softly attract family seek peaceful rest errand
513,1013,,,beach lifeguard arrange equipment training recruit surf rescue operation,,False,,beach lifeguard arrange equipment training recruit surf rescue operation
365,865,,,skilled swimmer perfect dive impress judge prestigious international aquatic championship,,False,,skilled swimmer perfect dive impress judge prestigious international aquatic championship
320,820,,,harsh desert condition test hiker challenge blister midday heat,,False,,harsh desert condition test hiker challenge blister midday heat
1307,1807,,,railway expansion reduce travel link distant suburb bustle downtown center,,False,,railway expansion reduce travel link distant suburb bustle downtown center
894,1394,,,microchip manufacturer upgrade foundry improve yield reduce failure rate,,False,,microchip manufacturer upgrade foundry improve yield reduce failure rate
199,199,,,burn wood release nostalgic smoky aroma crisp night air,,True,,burn wood release nostalgic smoky aroma crisp night air
437,937,,,concert pianist perfect arpeggio impress critic classical recital worldwide,,False,,concert pianist perfect arpeggio impress critic classical recital worldwide
522,1022,,,costume designer consult archive craft garment shakespearean stage production,,False,,costume designer consult archive craft garment shakespearean stage production
169,669,,,mentor motivate young generation offer guidance career transition ahead,,False,,mentor motivate young generation offer guidance career transition ahead
541,1041,,,eager shadow surgeon learn procedure high pressure operate room,,False,,eager shadow surgeon learn procedure high pressure operate room
485,485,,,sharp clean scent freshly sharpen pencil fill classroom,,True,,sharp clean scent freshly sharpen pencil fill classroom
298,798,,,mathematician solve equation expand theoretical framework generation computing system,,False,,mathematician solve equation expand theoretical framework generation computing system
689,1189,,,operator schedule crossing accommodate traveler follow daily island hop itinerary,,False,,operator schedule crossing accommodate traveler follow daily island hop itinerary
220,720,,,software tester report glitch debug security vulnerability find banking application,,False,,software tester report glitch debug security vulnerability find banking application
1291,1791,,,mentor network match mentee foster personal growth community leader,,False,,mentor network match mentee foster personal growth community leader
119,619,,,army engineer construct bridge ensure safe passage flooded waterway,,False,,army engineer construct bridge ensure safe passage flooded waterway
433,433,,,sharp tangy smell balsamic vinegar enhance garden tomato,,True,,sharp tangy smell balsamic vinegar enhance garden tomato
966,1466,,,paleoartist reconstruct dinosaur paint scene depict probable mesozoic life setting,,False,,paleoartist reconstruct dinosaur paint scene depict probable mesozoic life setting
310,310,,,sharp citrus aroma grapefruit brighten afternoon team,,True,,sharp citrus aroma grapefruit brighten afternoon team
56,56,,,faint metallic odor cling rusty iron gate,,True,,faint metallic odor cling rusty iron gate
448,948,,,expedition leader plan ration ensure readiness polar crossing operation,,False,,expedition leader plan ration ensure readiness polar crossing operation
450,450,,,warm spicy aroma clove enhance mulled wine,,True,,warm spicy aroma clove enhance mulled wine
765,1265,,,rock climber practice grip strengthen hand tackle cliff face,,False,,rock climber practice grip strengthen hand tackle cliff face
43,43,,,pungent odor blue cheese dominate charcuterie platter,,True,,pungent odor blue cheese dominate charcuterie platter
100,100,,,spicy aroma turmeric linger simmer curry pot,,True,,spicy aroma turmeric linger simmer curry pot
274,274,,,earthy scent damp moss cling forest rock,,True,,earthy scent damp moss cling forest rock
933,1433,,,skilled midwife provide care championing natural childbirth rural maternity clinic,,False,,skilled midwife provide care championing natural childbirth rural maternity clinic
353,353,,,faint spicy anise scent rise licorice candy jar,,True,,faint spicy anise scent rise licorice candy jar
101,101,,,faint sweet scent peach drift orchard,,True,,faint sweet scent peach drift orchard
120,620,,,crisp banner welcome participant gather tomorrow philanthropic charity marathon,,False,,crisp banner welcome participant gather tomorrow philanthropic charity marathon
313,813,,,novelist explore futuristic theme weave cautionary plot imaginative literary series,,False,,novelist explore futuristic theme weave cautionary plot imaginative literary series
107,107,,,ripe banana fill kitchen soft sugary fragrance,,True,,ripe banana fill kitchen soft sugary fragrance
83,583,,,cargo ship unload crate support commerce thrive international trade port,,False,,cargo ship unload crate support commerce thrive international trade port
1310,1810,,,ski patrol coordinate rescue gear prepare advanced firsthand hazardous slope,,False,,ski patrol coordinate rescue gear prepare advanced firsthand hazardous slope
281,781,,,forensic expert reconstruct crime scene gather evidence lead conclusive conviction,,False,,forensic expert reconstruct crime scene gather evidence lead conclusive conviction
804,1304,,,virtual assistant automate task streamline process corporate department manager,,False,,virtual assistant automate task streamline process corporate department manager
310,810,,,lifeguard scan beach enforce swimmer safety tumultuous surf rip current,,False,,lifeguard scan beach enforce swimmer safety tumultuous surf rip current
57,557,,,muscular blacksmith hammer redroot steel shower bright flying spark,,False,,muscular blacksmith hammer redroot steel shower bright flying spark
252,752,,,radio host interview scientist explain discovery impact daily technological advancement,,False,,radio host interview scientist explain discovery impact daily technological advancement
426,426,,,sweet honeyed aroma mead fill medieval festival tent,,True,,sweet honeyed aroma mead fill medieval festival tent
507,1007,,,author translate manuscript preserve literary heritage cultural boundary internationally,,False,,author translate manuscript preserve literary heritage cultural boundary internationally
1076,1576,,,sponsor award stipend empower recipient pursue high study abroad year,,False,,sponsor award stipend empower recipient pursue high study abroad year
128,128,,,warm smell baking pie welcome guest house,,True,,warm smell baking pie welcome guest house
