,level_0,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
444,524,524,1198,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,15,"The exudations from his feet required to be combined with shoe-leather , and brown paper can stop the transmission of that scent . ”",that scent,Olfactive,Smell\_Source,24,exudations feet required combined shoeleather brown paper stop transmission scent ”,scent,exudations feet required combined shoeleather brown paper stop transmission scent scent,0.1,1.0,0.18181818181818182,1.0
445,505,505,1149,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,9,"As to the Civet , put it on the end of a hot pestle , and rub it well with a handful of powder ; after which add , by little and little , fix pounds of powder ; then sift the whole through a hair sieve to incorporate it with the other perfumed powder .",powder other perfumed,Olfactive,Odour\_Carrier,56,civet put end hot pestle rub well handful powder add little little fix pounds powder sift whole hair sieve incorporate perfumed powder,powder perfumed,civet civet perfumed,0.0,0.0,0.3333333333333333,0.5
446,230,230,524,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,69,"By the afore-mentioned Instances it appears , that Opiates have very hot Effluviums , which offend the Smell .",very hot Opiates Effluviums,Olfactive,Quality,19,aforementioned instances appears opiates hot effluviums offend smell,hot opiates effluviums,hot effluviums smell,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
447,489,489,1115,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,2,"Italian Snuffs Put into a mortar , or other convenient vestel , a quantity of Snuff already scented with some Flower , pour on it a little White Wine , and add , if agreeable , some Essence of Ambergrise , Musk , or any other Perfume you like best ; stir the Snuff and rub it well between your hands .",Snuff agreeable other with some Flower of Ambergrise Musk scented Essence Perfume,Olfactive,Odour\_Carrier,62,italian snuffs put mortar convenient vestel quantity snuff already scented flower pour little white wine add agreeable essence ambergrise musk perfume like best stir snuff rub well hands,snuff agreeable flower ambergrise musk scented essence perfume,snuffs snuff scented essence musk perfume snuff,0.0,0.0,0.8571428571428571,0.625
448,260,260,600,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,21,"We have the musk-ox , the musky mole , several species called musk-rat , the musk-duck , the muskbeetle ; while among plants which have received their names from a real or supposed musky odor are , besides several that are called musk-plant , the musk-rose , the musk-hyacinth , the musk-mallow , the musk-orchid , the musk-melon , the muskcherry , the musk-pear , the musk-plum , muskat and muscatels , musk-seed , musk-tree , musk-wood , etc . 2 But a musky odor is not merely widespread in Nature among plants and the lower animals , it is peculiarly associated with man .",musky musky musk-ox musky mole musk-rat musk-duck muskbeetle musk-plant musk-rose musk-hyacinth musk-mallow musk-orchid musk-melon muskcherry musk-pear musk-plum muskat muscatels musk-seed musk-tree musk-wood odor odor,Olfactive,Quality,105,muskox musky mole several species called muskrat muskduck muskbeetle among plants received names real supposed musky odor besides several called muskplant muskrose muskhyacinth muskmallow muskorchid muskmelon muskcherry muskpear muskplum muskat muscatels muskseed musktree muskwood etc musky odor not merely widespread nature among plants lower animals peculiarly associated man,musky musky muskox musky mole muskrat muskduck muskbeetle muskplant muskrose muskhyacinth muskmallow muskorchid muskmelon muskcherry muskpear muskplum muskat muscatels muskseed musktree muskwood odor odor,muskox musky mole several species called muskrat muskduck muskbeetle among plants received names real supposed musky odor muskrat odor odor,0.47058823529411764,0.4166666666666667,0.55,0.4166666666666667
449,378,378,857,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,43,"Yellowish when recent , but gradually becoming cherry-red , having the odour and taste of cinnamon bark .",of cinnamon bark odour,Olfactive,Smell\_Source,18,yellowish recent gradually becoming cherryred odour taste cinnamon bark,cinnamon bark odour,odour odour,1.0,0.3333333333333333,1.0,0.3333333333333333
450,288,288,677,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,52,"He narrates a case of shoe fetichism in a man in which the perversion began at the age of 6 , when for the first time he wore new shoes , having previously used only the left-off shoes of his elder brother ; he felt and smelt these new shoes with sensations of unmeasured pleasure ; and a few years later began to use shoes as a method of masturbation .",these new shoes smelt,Olfactive,Smell\_Source,71,narrates case shoe fetichism man perversion began age first time wore new shoes previously used only leftoff shoes elder brother felt smelt new shoes sensations unmeasured pleasure years later began use shoes method masturbation,new shoes smelt,fetichism,0.0,0.0,0.0,0.0
451,418,418,934,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",4,"The only metals which yield this odour are gold and platina ; but dilute sulphuric , phosphoric , and nitric acids , and from aqueous solutions of several of the salts , also disengage it .","gold platina dilute sulphuric phosphoric , and nitric acids from aqueous solutions of several of the salts odour it",Olfactive,Smell\_Source,36,only metals yield odour gold platina dilute sulphuric phosphoric nitric acids aqueous solutions several salts also disengage,gold platina dilute sulphuric phosphoric nitric acids aqueous solutions several salts odour,odour odour,1.0,0.08333333333333333,1.0,0.08333333333333333
452,391,391,876,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,98,The oil distilled in Britain from the flowers of Lavandula vera .,the flowers of Lavandula vera,Olfactive,Smell\_Source,12,oil distilled britain flowers lavandula vera,flowers lavandula vera,lavandula vera,1.0,0.6666666666666666,1.0,0.6666666666666666
453,498,498,1135,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,11,"This perfume is to be kept in a Leather Bag , the learns of which are well sewed with waxed thread .",perfume,Olfactive,Smell\_Word,22,perfume kept leather bag learns well sewed waxed thread,perfume,perfume perfume,1.0,1.0,1.0,1.0
454,138,138,293,009E Erasmus Darwin 1794 Zoonomia or the laws of organic life London 1794 ECCO TCP_MED.txt,30,"The organ of smell is irritated by this perfume , and the lacrymal sack empties itself into the nostrils , as before explained , and an increase of tears is poured into the eyes .",perfume,Olfactive,Smell\_Word,35,organ smell irritated perfume lacrymal sack empties nostrils explained increase tears poured eyes,perfume,organ smell irritated perfume smell perfume,0.25,1.0,0.3333333333333333,1.0
455,62,62,141,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,26,"In a noisome smell people imagine a deadly pestilence , probably because patients affected with such epidemic diseases as smallpox , typhus , and diphtheria , give off nauseating odours .",noisome nauseating patients affected with such epidemic diseases smell odours,Olfactive,Quality,31,noisome smell people imagine deadly pestilence probably because patients affected epidemic diseases smallpox typhus diphtheria give nauseating odours,noisome nauseating patients affected epidemic diseases smell odours,nauseating odours noisome smell,1.0,0.25,1.0,0.5
456,471,471,1066,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,1,All those who have travelled in that season on the coast of Genoa will no doubt remember what charming bouquets and garlands are made of the cassie intermixed with other flowers .,the cassie,Olfactive,Smell\_Source,32,travelled season coast genoa no doubt remember charming bouquets garlands made cassie intermixed flowers,cassie,cassie intermixed flowers,0.3333333333333333,1.0,0.3333333333333333,1.0
457,128,128,271,008E Anon 1779 A short history of drugs.txt_distribution.txt,80,"Is a rosinous Gum , mostly brought from Turkey , and sometimes from the East Indies , in small round Drops or Tears , of a pale yellowish Colour , and very rarely transparent , being in general hardly pellucid , as it is a Species of Frankincense ; it has an aromatic Smell , but rather a disagreeable acrid astringent Taste , and when chewed will be of a milky Colour .",as it is a Species of Frankincense aromatic it Smell,Olfactive,Evoked\_Odorant,73,rosinous gum mostly brought turkey sometimes east indies small round drops tears pale yellowish colour rarely transparent general hardly pellucid species frankincense aromatic smell rather disagreeable acrid astringent taste chewed milky colour,species frankincense aromatic smell,rosinous gum mostly brought turkey sometimes east indies small round drops tears pale yellowish colour rarely transparent general hardly pellucid species frankincense aromatic smell frankincense aromatic smell acrid astringent,0.16666666666666666,1.0,0.2413793103448276,1.0
458,584,585,1339,082E Isabella Beeton 1861 The Book of Household Management__480_distribution_HOUS.txt,14,"These come on immediately after the poison has been taken , and may be produced by merely smelling it .",it smelling,Olfactive,Smell\_Source,20,come immediately poison taken may produced merely smelling,smelling,smelling smelling,1.0,1.0,1.0,1.0
459,520,520,1190,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,1,"It will be readily seen that night-time is the most favourable for the retention of scent , as evaporation does not take place so rapidly then , and this , of course , as I have shown , is why dogs are more especially useful at this time .",scent,Olfactive,Smell\_Word,49,readily seen nighttime favourable retention scent evaporation not take place rapidly course shown dogs especially useful time,scent,scent scent,1.0,1.0,1.0,1.0
460,64,64,147,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,28,"Nevertheless , there is this much of truth in the superstition , that where you have bad smells you have also surface accumulations of filth , and these , soaking through soil and subsoil , contaminate surface wells , until it only requires the advent of a typhoid or other “ carrier ” to set a widespread epidemic a-going .",bad smells,Olfactive,Quality,60,nevertheless much truth superstition bad smells also surface accumulations filth soaking soil subsoil contaminate surface wells only requires advent typhoid “ carrier ” set widespread epidemic agoing,bad smells,bad smells bad,1.0,1.0,1.0,1.0
461,14,14,28,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,112,"In Wellington-street , Albion-street , there is , after rain , a pool of stagnant water , from which , during the hot weather , a disagreeable stench arises .",disagreeable a pool of stagnant water which stench,Olfactive,Quality,30,wellingtonstreet albionstreet rain pool stagnant water hot weather disagreeable stench arises,disagreeable pool stagnant water stench,wellingtonstreet albionstreet rain pool stagnant water hot weather disagreeable stench stench,0.5,1.0,0.5454545454545454,1.0
462,156,156,333,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,2,"As for the smell , vrines haue little or no smell , or else a sweet and pleasing smell , or finally a stinking smell .",little sweet pleasing stinking vrines smell smell smell smell,Olfactive,Quality,26,smell vrines haue little no smell else sweet pleasing smell finally stinking smell,little sweet pleasing stinking vrines smell smell smell smell,smell vrines haue little no smell else sweet pleasing smell finally stinking smell smell smell smell stinking smell,0.6923076923076923,1.0,0.7777777777777778,1.0
463,40,40,91,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,302,"The yards in other respects are clean and orderly , I never could perceive any foul smell , or did I observe any pool of stagnant water , and in this statement I am borne out by the testimony of the Surveyor and other Officers of this Vestry .",foul pool of stagnant water smell,Olfactive,Quality,49,yards respects clean orderly never could perceive foul smell observe pool stagnant water statement borne testimony surveyor officers vestry,foul pool stagnant water smell,foul smell foul smell,1.0,0.4,1.0,0.4
464,492,492,1125,063E Pierre Joseph Buchoz 1784 The Toilet of Flora__172_distribution_PER.txt,6,"Keep your Snuff in canisters closely syopped , to prevent the scent from exhaling .",Snuff scent,Olfactive,Odour\_Carrier,15,keep snuff canisters closely syopped prevent scent exhaling,snuff scent,snuff canisters snuff scent,0.5,0.5,0.75,1.0
465,379,379,859,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,50,"Colourless or pale yellow , with the odour and taste of copaiva .",of copaiva odour,Olfactive,Smell\_Source,13,colourless pale yellow odour taste copaiva,copaiva odour,pale yellow odour odour,0.3333333333333333,0.5,0.5,0.5
466,187,187,410,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,12,"Strong Bitters Aromatick , as in Wormwood and Eupatorium Cannabinum , they work by their Volatile Oyl and Salt on the Blood , and Stomach ; whence they are accounted Antidotes against Coagulations , Venoms , and Pestilential Infections .",Strong Bitters Wormwood Eupatorium Cannabinum Aromatick,Olfactive,Quality,40,strong bitters aromatick wormwood eupatorium cannabinum work volatile oyl salt blood stomach whence accounted antidotes against coagulations venoms pestilential infections,strong bitters wormwood eupatorium cannabinum aromatick,strong bitters aromatick wormwood eupatorium cannabinum work volatile oyl salt blood stomach whence accounted antidotes against coagulations venoms pestilential infections strong,0.3,1.0,0.3333333333333333,1.0
467,216,216,483,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,5,"The Vertues of Turpentine Plants depending on the Oyl , are Pectoral , Cleansing , and Diuretick ; and by their Astringent Faculty stopping ; but by both Vulnerary : for what better Vulnerary can there be , than that which is Cleansing , and Astringent , and smells Balsamick , as Turpentine Plants These Plants do bear the name of Balsamick , which are Terebinthinate and Aromatick ; as Botrys , Mecha-Balsam , Juniper , Ladanum segetum ; and these are more agreeable to the Stomach , than ordinary Turpentine ; and besides , their Vulnerary Faculty may be Cordial , they being also Aromatick .",Balsamick Balsamick Terebinthinate Turpentine Plants Botrys Mecha-Balsam Juniper Ladanum segetum they smells Aromatick Aromatick,Olfactive,Quality,107,vertues turpentine plants depending oyl pectoral cleansing diuretick astringent faculty stopping vulnerary better vulnerary cleansing astringent smells balsamick turpentine plants plants bear name balsamick terebinthinate aromatick botrys mechabalsam juniper ladanum segetum agreeable stomach ordinary turpentine besides vulnerary faculty may cordial also aromatick,balsamick balsamick terebinthinate turpentine plants botrys mechabalsam juniper ladanum segetum smells aromatick aromatick,smells astringent astringent,1.0,0.07692307692307693,0.3333333333333333,0.07692307692307693
468,52,52,121,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,89,"The only stench perceived by me on the 27th July , was a strong odour of sugar scum issuing from some of the arches .",strong of sugar scum stench odour,Olfactive,Quality,25,only stench perceived july strong odour sugar scum issuing arches,strong sugar scum stench odour,strong odour stench strong odour,1.0,0.4,1.0,0.6
469,337,337,784,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,66,"That a rheumatic condition is an important element in these cases is shown by collateral evidence , although the morbid product need not necessarily be lactic acid , and certainly is not in all cases of pulmonary fetor .",pulmonary fetor,Olfactive,Quality,39,rheumatic condition important element cases shown collateral evidence although morbid product need not necessarily lactic acid certainly not cases pulmonary fetor,pulmonary fetor,pulmonary fetor fetor,1.0,1.0,1.0,1.0
470,295,295,692,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,7,In the Arabian Nights there are many allusions to the use of perfumes by women with a more or less definitely stated aphrodisiacal intent .,perfumes,Olfactive,Smell\_Word,25,arabian nights many allusions use perfumes women less definitely stated aphrodisiacal intent,perfumes,perfumes,1.0,1.0,1.0,1.0
471,251,251,578,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,1,"It seems highly probable that , as has been especially emphasized by Hagen , perfumes were primitively used by women , not as is sometimes the case in civilization , with the idea of disguising any possible natural odor , but with the object of heightening and fortifying the natural odor .",perfumes,Olfactive,Smell\_Word,52,seems highly probable especially emphasized hagen perfumes primitively used women not sometimes case civilization idea disguising possible natural odor object heightening fortifying natural odor,perfumes,perfumes odor odor,1.0,1.0,0.3333333333333333,1.0
472,461,461,1035,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,13,The manner of making Snuff in Grains of different bigness .,Snuff,Olfactive,Odour\_Carrier,11,manner making snuff grains different bigness,snuff,snuff grains different bigness snuff,0.25,1.0,0.4,1.0
473,455,455,1017,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,7,"The oil is lighter than water , has a peculiar sweet , ethereaT odour , and an aromatic , slightly biting taste .",peculiar sweet ethereaT odour,Olfactive,Quality,23,oil lighter water peculiar sweet ethereat odour aromatic slightly biting taste,peculiar sweet ethereat odour,odour odour aromatic biting,1.0,0.25,0.5,0.25
474,598,599,1370,085E Gervase Markham 1631 A new orchard__20_distribution_HOUS.txt,5,"I haue of them nine or ten seuerall colours , and diuers of them as big as Roses : of all flowers ( saue the Damaske Rose ) they are the most pleasant to sight and smell : they last not past three or foure yeeres vnremoued .",the most pleasant they smell,Olfactive,Quality,48,haue nine ten seuerall colours diuers big roses flowers saue damaske rose pleasant sight smell last not past three foure yeeres vnremoued,pleasant smell,haue nine ten seuerall colours diuers big roses flowers saue damaske rose pleasant sight smell last not past three foure yeeres vnremoued smell,0.09090909090909091,1.0,0.13043478260869565,1.0
475,269,269,627,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,30,"The sexual odors , indeed , of most animals seem to be modifications of musk .",sexual of musk odors,Olfactive,Quality,16,sexual odors indeed animals seem modifications musk,sexual musk odors,sexual odors musk,1.0,0.6666666666666666,1.0,1.0
476,201,201,446,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,3,"A middle state of Vegetable Oyl , is observable in Turpentine Plants , as in Hypericon ; and their Smell and Taste will evince them to be pure Turpentine ; their Taste is Bitterish and Astringent , and their Smell Terebinthinate : in these the Acid fixes much on the Earthy Parts , and produces an Astringency ; whereby the Oyl is more loosned from it .",Terebinthinate Turpentine Plants Hypericon their their Smell Smell,Olfactive,Quality,67,middle state vegetable oyl observable turpentine plants hypericon smell taste evince pure turpentine taste bitterish astringent smell terebinthinate acid fixes much earthy parts produces astringency whereby oyl loosned,terebinthinate turpentine plants hypericon smell smell,middle state vegetable oyl observable turpentine plants hypericon smell taste evince pure turpentine taste bitterish astringent smell terebinthinate acid fixes much earthy parts produces astringency whereby oyl loosned smell astringent smell astringency,0.25,1.0,0.28125,1.0
477,161,161,347,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,26,or how can this putrefaction procure this stinking smell ?,stinking smell,Olfactive,Quality,10,putrefaction procure stinking smell,stinking smell,stinking smell stinking smell,1.0,1.0,1.0,1.0
478,401,401,897,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,19,"So , too , the peculiar long-winged ITeliconinse of the glades have scent organs in the male , situated between the anal valves , and in the female these are placed on the dorsal side of the abdominal extremity ; but some have also a scent-brush , if conclusion may be drawn from a figure in the volume on “ Foreign Butterflies , ” belonging to the Naturalist ' s Library series .",organs scent scent-brush,Olfactive,Smell\_Source,73,peculiar longwinged iteliconinse glades scent organs male situated anal valves female placed dorsal side abdominal extremity also scentbrush conclusion may drawn figure volume “ foreign butterflies ” belonging naturalist library series,organs scent scentbrush,iteliconinse glades scentbrush organs male situated anal valves female placed dorsal side abdominal extremity also scentbrush conclusion may drawn figure volume “ foreign butterflies scent,0.125,0.6666666666666666,0.16,1.0
479,476,476,1080,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,1,"VPon the top of your glasse bodie , straine a haire cloth , and vpon that lay good store of Roseleaues , either drie , or halfe drie , and so your water will ascend verie good both in smell and in colour .",water verie good Roseleaues smell,Olfactive,Odour\_Carrier,44,vpon top glasse bodie straine haire cloth vpon lay good store roseleaues either drie halfe drie water ascend verie good smell colour,water verie good roseleaues smell,good smell smell,1.0,0.4,1.0,0.4
480,105,105,229,008E Anon 1779 A short history of drugs.txt_distribution.txt,165,SPIKENARD .,SPIKENARD,Olfactive,Smell\_Source,2,spikenard,spikenard,spikenard,1.0,1.0,1.0,1.0
481,389,389,874,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,90,The oil distilled in Britain from the full-grown unripe green fruit of Juniperus communis .,the full-grown unripe green fruit of Juniperus communis,Olfactive,Smell\_Source,15,oil distilled britain fullgrown unripe green fruit juniperus communis,fullgrown unripe green fruit juniperus communis,juniperus,1.0,0.16666666666666666,1.0,0.16666666666666666
482,1,1,2,001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.txt,2,"It is not only from the fragile flower-vases these sweet odours flow ; they breathe through leaf and stem , and the whole being of many trees and bushes , from the stately Cum trees of Australia to the sweet Verbena of Chili .",fragile bushes odours leaf being stately Chili,Olfactive,Quality,44,not only fragile flowervases sweet odours flow breathe leaf stem whole many trees bushes stately cum trees australia sweet verbena chili,fragile bushes odours leaf stately chili,sweet odours,0.5,0.16666666666666666,0.5,0.16666666666666666
483,558,559,1274,076E Henry Dodwell 1711 Incense 2__41_distribution_REL.txt,3,To burn Incense to those who have no Breath by which they might smell it ?,Incense it smell,Olfactive,Smell\_Source,16,burn incense no breath might smell,incense smell,burn incense no breath might smell incense smell,0.3333333333333333,1.0,0.5,1.0
484,80,80,180,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,67,"Naturally the air of a cold country is clearer of obnoxious vapours than that of tropical and subtropical climes , but in spite of that , the first whiff of a Tibetan monastery , like that of an Eskimo hut , grips the throat , they say , like the air over a brewing vat .",like that of an Eskimo hut vapours first the air of a cold country of a Tibetan monastery obnoxious whiff,Olfactive,Evoked\_Odorant,56,naturally air cold country clearer obnoxious vapours tropical subtropical climes spite first whiff tibetan monastery like eskimo hut grips throat say like air brewing vat,like eskimo hut vapours first air cold country tibetan monastery obnoxious whiff,obnoxious vapours,1.0,0.16666666666666666,1.0,0.16666666666666666
485,205,205,455,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,39,"WHEN the Oyl and Salt of Plants are in very great Proportion in any Plant , so as to emit violent Steams , offending the Organ of Smelling , but chiefly ( forcibly ) repelling the Spirits towards the Brain , ( which creates an Aversion to it ) a Fetid Smell is perceived .",violent Steams offending,Olfactive,Smell\_Source,55,oyl salt plants great proportion plant emit violent steams offending organ smelling chiefly forcibly repelling spirits towards brain creates aversion fetid smell perceived,violent steams offending,oyl salt plants great proportion plant emit violent steams offending organ smelling chiefly forcibly repelling spirits towards brain creates aversion fetid smell smelling fetid smell,0.13636363636363635,1.0,0.12,1.0
486,34,34,74,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,277,"A strong acid smell also always pervades the atmosphere in the neighbourhood of the factories , while the mixing is going on .",the atmosphere strong acid smell,Olfactive,Odour\_Carrier,23,strong acid smell also always pervades atmosphere neighbourhood factories mixing going,atmosphere strong acid smell,strong acid smell strong smell,1.0,0.75,1.0,0.75
487,508,508,1158,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,4,FOIN-COUPE . — This popular type of perfume is supposed to reproduce the odour of new-mown hay .,FOIN-COUPE of new-mown hay perfume odour,Olfactive,Smell\_Source,18,foincoupe — popular type perfume supposed reproduce odour newmown hay,foincoupe newmown hay perfume odour,foincoupe — popular type perfume perfume odour,0.4,0.4,0.5714285714285714,0.6
488,427,427,957,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,7,I kept a mouse producing putrid air in this manner for the space of several months .,air putrid a mouse,Olfactive,Odour\_Carrier,17,kept mouse producing putrid air manner space several months,air putrid mouse,putrid air putrid,1.0,0.6666666666666666,1.0,0.6666666666666666
489,454,454,1014,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,6,"The comminuted herb is soaked in water and exposed to the sun , whereby it acquires an offensive odour ; the liquid is then distilled , the distillate saturated with common salt ; the flocks thereby separated are collected on a filter and dissolved in ether and the ether slowly evaporated .",offensive The comminuted herb it odour,Olfactive,Quality,52,comminuted herb soaked water exposed sun whereby acquires offensive odour liquid distilled distillate saturated common salt flocks thereby separated collected filter dissolved ether ether slowly evaporated,offensive comminuted herb odour,offensive odour offensive odour,1.0,0.5,1.0,0.5
490,366,366,842,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,121,Oil of Spearmint .,Oil of Spearmint,Olfactive,Smell\_Source,4,oil spearmint,oil spearmint,oil spearmint,1.0,1.0,1.0,1.0
491,91,91,206,008E Anon 1779 A short history of drugs.txt_distribution.txt,122,CIVET .,CIVET,Olfactive,Smell\_Source,2,civet,civet,civet civet,1.0,1.0,1.0,1.0
492,339,339,788,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,7,"Since the structural disease is constitutional , it is fair to conclude that the predisposing causes of the peculiar fetid excretion are constitutional , and are linked etiologically with the fibroid change of tissue .",peculiar excretion fetid,Olfactive,Quality,35,since structural disease constitutional fair conclude predisposing causes peculiar fetid excretion constitutional linked etiologically fibroid change tissue,peculiar excretion fetid,since structural disease constitutional fair conclude predisposing causes peculiar fetid excretion constitutional linked etiologically fibroid change tissue fetid,0.17647058823529413,1.0,0.2222222222222222,1.0
493,345,345,800,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,80,These remarks refer chiefly to cases of pulmonary fetor in which changes of structure have been observed .,pulmonary fetor,Olfactive,Quality,18,remarks refer chiefly cases pulmonary fetor changes structure observed,pulmonary fetor,pulmonary fetor fetor,1.0,1.0,1.0,1.0
494,241,241,556,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,15,"There were frequent conversations among the officers respecting this offensive smell , and in particular they expressed their surprise that the barracks should be built so near to such a nuisancer The surprise of the officers of the 4th has been shared , we believe , as already stated , by those of every regiment that ever was quartered in that unwholesome station ; but the wonder ought to be why no attempt has ever been made by the Government authorities to remove the evident and only cause of insalubrity — the surrounding marsh .",offensive smell,Olfactive,Quality,95,frequent conversations among officers respecting offensive smell particular expressed surprise barracks built near nuisancer surprise officers shared believe already stated every regiment ever quartered unwholesome station wonder ought no attempt ever made government authorities remove evident only cause insalubrity — surrounding marsh,offensive smell,offensive smell offensive smell,1.0,1.0,1.0,1.0
495,13,13,25,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,111,"I consider the King's Mills Stream a nuisance of the worst kind , and as many complaints have been made to me about it , I thought it advisable to bring it at once under the notice of this Vestry .",of the worst kind the King's Mills Stream nuisance,Olfactive,Quality,41,consider kings mills stream nuisance worst kind many complaints made thought advisable bring notice vestry,worst kind kings mills stream nuisance,nuisance,1.0,0.16666666666666666,1.0,0.16666666666666666
496,315,315,736,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,21,Now this is not the odour of the breath in cases of fetid abscess or ozaena . 2 .,of the breath abscess ozaena odour fetid,Olfactive,Smell\_Source,19,not odour breath cases fetid abscess ozaena,breath abscess ozaena odour fetid,odour odour fetid,1.0,0.2,1.0,0.4
497,387,387,870,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,83,"It has an aromatic odour , and a spicy and pungent flavour , leaving a sensation of coldness in the mouth .",aromatic odour,Olfactive,Quality,22,aromatic odour spicy pungent flavour leaving sensation coldness mouth,aromatic odour,aromatic odour aromatic odour spicy pungent,1.0,1.0,0.6666666666666666,1.0
498,273,273,639,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,34,The odor of the musk-duck is chiefly confined to the breeding season . 1 The musky odor of the negress is said to be heightened during sexual excitement .,musky of the musk-duck of the negress odor odor,Olfactive,Quality,29,odor muskduck chiefly confined breeding season musky odor negress said heightened sexual excitement,musky muskduck negress odor odor,odor muskduck chiefly confined breeding season musky odor odor odor,0.5,0.8,0.6,0.8
499,166,166,357,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,30,And indeed a thousand causes there are which may alter and change their smell .,their smell,Olfactive,Smell\_Source,15,indeed thousand causes may alter change smell,smell,smell smell,1.0,1.0,1.0,1.0
500,595,596,1364,084E Frederick John Smith 1915 Domestic Hygeine __75_distribution_HOUS.txt,4,"But here , in my opinion , her duty and responsibility end so far as smells and drains are concerned .",smells,Olfactive,Smell\_Word,21,opinion duty responsibility end far smells drains concerned,smells,smells,1.0,1.0,1.0,1.0
501,484,484,1105,062E William Salmon 1672 Polygraphice__205_distribution_PER.txt,18,"To restore the lost scent to Musk , or Ambergriese .",lost Musk Ambergriese scent,Olfactive,Quality,11,restore lost scent musk ambergriese,lost musk ambergriese scent,musk ambergriese scent musk,1.0,0.5,1.0,0.75
502,586,587,1344,083E Estelle D Buchanan 1913 Household bacteriology__75_distribution_HOUS.txt,12,Indol and methyl indol or skatol are commonly formed from native proteins or peptones in the absence of carbohydrates by many organisms .,Indol and methyl indol or skatol,Olfactive,Smell\_Source,23,indol methyl indol skatol commonly formed native proteins peptones absence carbohydrates many organisms,indol methyl indol skatol,indol methyl indol skatol commonly formed native proteins,0.5,1.0,0.5,1.0
