,index,Unnamed: 0,text,output,label,spellchecked_text,normalized_text,token,sentence,ref_type,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
645,472,652,the green and yellow train is rounding the bend of a track.,['track'],"[{'start': 53, 'end': 58, 'text': 'track', 'labels': ['ENTITY']}]",the green and yellow train is rounding the bend of a track,green yellow train round bend track,track,the green and yellow train is rounding the bend of a track.,Olfactive,green yellow train rounding bend track,track,,0.0,0.0,0.0,0.0
646,347,477,a cow drinking from a puddle of water.,"['water', 'cow', 'puddle']","[{'start': 32, 'end': 37, 'text': 'water', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'cow', 'labels': ['ENTITY']}, {'start': 22, 'end': 28, 'text': 'puddle', 'labels': ['ENTITY']}]",a cow drinking from a puddle of water,cow drink puddle water,water cow puddle,a cow drinking from a puddle of water.,Olfactive,cow drinking puddle water,water cow puddle,,0.0,0.0,0.0,0.0
647,505,701,a plate of vegetables amongst bowls of rice,['plate'],"[{'start': 2, 'end': 7, 'text': 'plate', 'labels': ['ENTITY']}]",a plate of vegetables amongst bowls of rice,plate vegetable bowl rice,plate,a plate of vegetables amongst bowls of rice,Olfactive,plate vegetables amongst bowls rice,plate,,0.0,0.0,0.0,0.0
648,639,868,the man is holding up a pizza and smiling.,['man'],"[{'start': 4, 'end': 7, 'text': 'man', 'labels': ['ENTITY']}]",the man is holding up a pizza and smiling,man hold pizza smile,man,the man is holding up a pizza and smiling.,Olfactive,man holding pizza smiling,man,,0.0,0.0,0.0,0.0
649,926,1225,a cup of coffee and a piece of toast with eggs and brokerly on it. ,['coffee'],"[{'start': 9, 'end': 15, 'text': 'coffee', 'labels': ['ENTITY']}]",a cup of coffee and a piece of toast with eggs and brokenly on it,cup coffee piece toast egg brokenly,coffee,a cup of coffee and a piece of toast with eggs and brokerly on it. ,Olfactive,cup coffee piece toast eggs brokerly,coffee,coffee,1.0,1.0,1.0,1.0
650,869,1140,a large clock in a wooden cabinet standing next to the wall ,['clock'],"[{'start': 8, 'end': 13, 'text': 'clock', 'labels': ['ENTITY']}]",a large clock in a wooden cabinet standing next to the wall,large clock wooden cabinet stand wall,clock,a large clock in a wooden cabinet standing next to the wall ,Olfactive,large clock wooden cabinet standing next wall,clock,cabinet,0.0,0.0,0.0,0.0
651,847,1111,two people in a living room with wii remotes.,['living room'],"[{'start': 16, 'end': 27, 'text': 'living room', 'labels': ['ENTITY']}]",two people in a living room with wii remotest,people living room remotest,living room,two people in a living room with wii remotes.,Olfactive,two people living room wii remotes,living room,rem,0.0,0.0,0.0,0.0
652,619,846,a person riding a surfboard in a body of water,"['body', 'person']","[{'start': 33, 'end': 37, 'text': 'body', 'labels': ['ENTITY']}, {'start': 2, 'end': 8, 'text': 'person', 'labels': ['ENTITY']}]",a person riding a surfboard in a body of water,person ride surfboard body water,body person,a person riding a surfboard in a body of water,Olfactive,person riding surfboard body water,body person,,0.0,0.0,0.0,0.0
653,801,1061,a open cabinet with a chopper inside ,['chopper'],"[{'start': 22, 'end': 29, 'text': 'chopper', 'labels': ['ENTITY']}]",a open cabinet with a chopper inside,open cabinet chopper,chopper,a open cabinet with a chopper inside ,Olfactive,open cabinet chopper inside,chopper,chopper,1.0,1.0,1.0,1.0
654,645,875,a man smiling showing off a loaded pizza ,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man smiling showing off a loaded pizza,man smile show loaded pizza,man,a man smiling showing off a loaded pizza ,Olfactive,man smiling showing loaded pizza,man,,0.0,0.0,0.0,0.0
655,793,1053,a computer desk with clutter of surrounding the monitor.,['computer desk'],"[{'start': 2, 'end': 15, 'text': 'computer desk', 'labels': ['ENTITY']}]",a computer desk with clutter of surrounding the monitor,computer desk clutter surround monitor,computer desk,a computer desk with clutter of surrounding the monitor.,Olfactive,computer desk clutter surrounding monitor,computer desk,desk,1.0,0.5,1.0,0.5
656,556,767,two young boys play air guitar on tennis rackets on the back of a pickup truck.,"['tennis rackets', 'pickup truck', 'air guitar', 'boys']","[{'start': 34, 'end': 48, 'text': 'tennis rackets', 'labels': ['ENTITY']}, {'start': 66, 'end': 78, 'text': 'pickup truck', 'labels': ['ENTITY']}, {'start': 20, 'end': 30, 'text': 'air guitar', 'labels': ['ENTITY']}, {'start': 10, 'end': 14, 'text': 'boys', 'labels': ['ENTITY']}]",two young boys play air guitar on tennis rackets on the back of a pickup truck,young boy play air guitar tennis racket pickup truck,tennis rackets pickup truck air guitar boys,two young boys play air guitar on tennis rackets on the back of a pickup truck.,Olfactive,two young boys play air guitar tennis rackets back pickup truck,tennis rackets pickup truck air guitar boys,rackets,1.0,0.14285714285714285,1.0,0.14285714285714285
657,897,1181,"a view of a tv and a statue laying on the ground, next to a window.",['tv'],"[{'start': 12, 'end': 14, 'text': 'tv', 'labels': ['ENTITY']}]",a view of a to and a statue laying on the ground next to a window,view statue lay ground window,tv,"a view of a tv and a statue laying on the ground, next to a window.",Olfactive,view tv statue laying ground next window,tv,statue,0.0,0.0,0.0,0.0
658,577,788,a man on a wind surfboard doing a trick on water.,"['wind surfboard', 'trick', 'water', 'man']","[{'start': 11, 'end': 25, 'text': 'wind surfboard', 'labels': ['ENTITY']}, {'start': 34, 'end': 39, 'text': 'trick', 'labels': ['ENTITY']}, {'start': 43, 'end': 48, 'text': 'water', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man on a wind surfboard doing a trick on water,man wind surfboard trick water,wind surfboard trick water man,a man on a wind surfboard doing a trick on water.,Olfactive,man wind surfboard trick water,wind surfboard trick water man,,0.0,0.0,0.0,0.0
659,85,134,the street is empty and a bunch of signs have been knocked down.,['signs'],"[{'start': 35, 'end': 40, 'text': 'signs', 'labels': ['ENTITY']}]",the street is empty and a bunch of signs have been knocked down,street bunch sign knock,signs,the street is empty and a bunch of signs have been knocked down.,Olfactive,street empty bunch signs knocked,signs,bunch,0.0,0.0,0.0,0.0
660,242,356,a woman in nothing but heals on a bed.,['woman'],"[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}]",a woman in nothing but heals on a bed,woman heal bed,woman,a woman in nothing but heals on a bed.,Olfactive,woman nothing heals bed,woman,,0.0,0.0,0.0,0.0
661,698,935,woman with a dress on holding a cellphone up to her ear. ,"['woman', 'cellphone']","[{'start': 0, 'end': 5, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 32, 'end': 41, 'text': 'cellphone', 'labels': ['ENTITY']}]",woman with a dress on holding a cellphone up to her earn,woman dress hold cellphone earn,woman cellphone,woman with a dress on holding a cellphone up to her ear. ,Olfactive,woman dress holding cellphone ear,woman cellphone,,0.0,0.0,0.0,0.0
662,159,263,a large bird perched on top of a rock,"['rock', 'bird']","[{'start': 33, 'end': 37, 'text': 'rock', 'labels': ['ENTITY']}, {'start': 8, 'end': 12, 'text': 'bird', 'labels': ['ENTITY']}]",a large bird perched on top of a rock,large bird perch rock,rock bird,a large bird perched on top of a rock,Olfactive,large bird perched top rock,rock bird,rock,1.0,0.5,1.0,0.5
663,524,728,a child is asleep on the side of a bed.,['child'],"[{'start': 2, 'end': 7, 'text': 'child', 'labels': ['ENTITY']}]",a child is asleep on the side of a bed,child asleep bed,child,a child is asleep on the side of a bed.,Olfactive,child asleep side bed,child,,0.0,0.0,0.0,0.0
664,35,45,a motorcycle parked near a harbor filled with boats.,['motorcycle'],"[{'start': 2, 'end': 12, 'text': 'motorcycle', 'labels': ['ENTITY']}]",a motorcycle parked near a harbor filled with boats,motorcycle park harbor fill boat,motorcycle,a motorcycle parked near a harbor filled with boats.,Olfactive,motorcycle parked near harbor filled boats,motorcycle,,0.0,0.0,0.0,0.0
665,540,747,a living room with beige furniture set and persian rug.,['living room'],"[{'start': 2, 'end': 13, 'text': 'living room', 'labels': ['ENTITY']}]",a living room with beige furniture set and persian rug,live room beige furniture set persian rug,living room,a living room with beige furniture set and persian rug.,Olfactive,living room beige furniture set persian rug,living room,living,1.0,0.5,1.0,0.5
666,170,277,a train traveling down tracks through a field.,['train'],"[{'start': 2, 'end': 7, 'text': 'train', 'labels': ['ENTITY']}]",a train traveling down tracks through a field,train travel track field,train,a train traveling down tracks through a field.,Olfactive,train traveling tracks field,train,,0.0,0.0,0.0,0.0
667,654,884,a group of three small children sitting down at a small table eating.,"['children', 'group']","[{'start': 23, 'end': 31, 'text': 'children', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'group', 'labels': ['ENTITY']}]",a group of three small children sitting down at a small table eating,group small child sit small table eat,children group,a group of three small children sitting down at a small table eating.,Olfactive,group three small children sitting small table eating,children group,,0.0,0.0,0.0,0.0
668,833,1097,three women looking at a man with something white on his head.,"['women', 'man']","[{'start': 6, 'end': 11, 'text': 'women', 'labels': ['ENTITY']}, {'start': 25, 'end': 28, 'text': 'man', 'labels': ['ENTITY']}]",three women looking at a man with something white on his head,woman look man white head,women man,three women looking at a man with something white on his head.,Olfactive,three women looking man something white head,women man,white,0.0,0.0,0.0,0.0
669,803,1067,a dog walking toward the camera behind a pair of shoes near a couch.,['dog'],"[{'start': 2, 'end': 5, 'text': 'dog', 'labels': ['ENTITY']}]",a dog walking toward the camera behind a pair of shoes near a couch,dog walk camera pair shoe couch,dog,a dog walking toward the camera behind a pair of shoes near a couch.,Olfactive,dog walking toward camera behind pair shoes near couch,dog,,0.0,0.0,0.0,0.0
670,794,1054,the baseball player is hoping for a hit.,['baseball player'],"[{'start': 4, 'end': 19, 'text': 'baseball player', 'labels': ['ENTITY']}]",the baseball player is hoping for a hit,baseball player hope hit,baseball player,the baseball player is hoping for a hit.,Olfactive,baseball player hoping hit,baseball player,,0.0,0.0,0.0,0.0
671,884,1167,one iphone has a protective case; the other does not.,['iphone'],"[{'start': 4, 'end': 10, 'text': 'iphone', 'labels': ['ENTITY']}]",one iphone has a protective case the other does not,iphone protective case,iphone,one iphone has a protective case; the other does not.,Olfactive,one iphone protective case not,iphone,iphone,1.0,1.0,1.0,1.0
672,733,973,there are glass sliding doors and a microwave on a counter,['microwave'],"[{'start': 36, 'end': 45, 'text': 'microwave', 'labels': ['ENTITY']}]",there are glass sliding doors and a microwave on a counter,glass slide door microwave counter,microwave,there are glass sliding doors and a microwave on a counter,Olfactive,glass sliding doors microwave counter,microwave,microwave,1.0,1.0,1.0,1.0
673,95,146,a kitchen granite counter with a stove on it.,['kitchen granite'],"[{'start': 2, 'end': 17, 'text': 'kitchen granite', 'labels': ['ENTITY']}]",a kitchen granite counter with a stove on it,kitchen granite counter stove,kitchen granite,a kitchen granite counter with a stove on it.,Olfactive,kitchen granite counter stove,kitchen granite,stove,0.0,0.0,0.0,0.0
674,563,774,two boys using tennis rackets as though they were guitars.,"['tennis rackets', 'boys']","[{'start': 15, 'end': 29, 'text': 'tennis rackets', 'labels': ['ENTITY']}, {'start': 4, 'end': 8, 'text': 'boys', 'labels': ['ENTITY']}]",two boys using tennis rackets as though they were guitars,boy tennis racket guitar,tennis rackets boys,two boys using tennis rackets as though they were guitars.,Olfactive,two boys using tennis rackets though guitars,tennis rackets boys,rackets,1.0,0.3333333333333333,1.0,0.3333333333333333
675,240,354,a woman in heels laying on the white bed.,['woman'],"[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}]",a woman in heels laying on the white bed,woman heel lay white bed,woman,a woman in heels laying on the white bed.,Olfactive,woman heels laying white bed,woman,,0.0,0.0,0.0,0.0
676,742,989,a professional baseball player holding up a baseball bat.,"['baseball player', 'baseball bat']","[{'start': 15, 'end': 30, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 44, 'end': 56, 'text': 'baseball bat', 'labels': ['ENTITY']}]",a professional baseball player holding up a baseball bath,professional baseball player hold baseball bath,baseball player baseball bat,a professional baseball player holding up a baseball bat.,Olfactive,professional baseball player holding baseball bat,baseball player baseball bat,baseball,1.0,0.5,1.0,0.5
677,574,785,a person riding a parachute wake board jumping in the air,"['person', 'air']","[{'start': 2, 'end': 8, 'text': 'person', 'labels': ['ENTITY']}, {'start': 54, 'end': 57, 'text': 'air', 'labels': ['ENTITY']}]",a person riding a parachute wake board jumping in the air,person ride parachute wake board jump air,person air,a person riding a parachute wake board jumping in the air,Olfactive,person riding parachute wake board jumping air,person air,,0.0,0.0,0.0,0.0
678,690,927,a beautiful young lady with a flower in her hair talking on a cell phone.,"['lady', 'cell phone']","[{'start': 18, 'end': 22, 'text': 'lady', 'labels': ['ENTITY']}, {'start': 62, 'end': 72, 'text': 'cell phone', 'labels': ['ENTITY']}]",a beautiful young lady with a flower in her hair talking on a cell phone,beautiful young lady flower hair talk cell phone,lady cell phone,a beautiful young lady with a flower in her hair talking on a cell phone.,Olfactive,beautiful young lady flower hair talking cell phone,lady cell phone,young,0.0,0.0,0.0,0.0
679,460,636,a polar bear is playing with a large chunk of ice.,['bear'],"[{'start': 8, 'end': 12, 'text': 'bear', 'labels': ['ENTITY']}]",a polar bear is playing with a large chunk of ice,polar bear play large chunk ice,bear,a polar bear is playing with a large chunk of ice.,Olfactive,polar bear playing large chunk ice,bear,,0.0,0.0,0.0,0.0
680,553,764,a woman in a tennis dress stands on her side of the court.,"['woman', 'tennis dress', 'court']","[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 13, 'end': 25, 'text': 'tennis dress', 'labels': ['ENTITY']}, {'start': 52, 'end': 57, 'text': 'court', 'labels': ['ENTITY']}]",a woman in a tennis dress stands on her side of the court,woman tennis dress stand court,woman tennis dress court,a woman in a tennis dress stands on her side of the court.,Olfactive,woman tennis dress stands side court,woman tennis dress court,tennis,1.0,0.25,1.0,0.25
681,822,1086,a balding male and three women and one is taking a photo,"['women', 'male']","[{'start': 25, 'end': 30, 'text': 'women', 'labels': ['ENTITY']}, {'start': 10, 'end': 14, 'text': 'male', 'labels': ['ENTITY']}]",a balding male and three women and one is taking a photo,bald male woman take photo,women male,a balding male and three women and one is taking a photo,Olfactive,balding male three women one taking photo,women male,,0.0,0.0,0.0,0.0
682,206,320,different color boats along a river in a water park.,"['river', 'water park']","[{'start': 30, 'end': 35, 'text': 'river', 'labels': ['ENTITY']}, {'start': 41, 'end': 51, 'text': 'water park', 'labels': ['ENTITY']}]",different color boats along a river in a water park,different color boat river water park,river water park,different color boats along a river in a water park.,Olfactive,different color boats along river water park,river water park,,0.0,0.0,0.0,0.0
683,392,532,a man in glasses trying to tie a tie. ,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man in glasses trying to tie a tie,man glass try tie tie,man,a man in glasses trying to tie a tie. ,Olfactive,man glasses trying tie tie,man,,0.0,0.0,0.0,0.0
684,397,537,"trunk in the water, the elephant teeters on the river bank.","['water', 'river bank', 'elephant teeters']","[{'start': 13, 'end': 18, 'text': 'water', 'labels': ['ENTITY']}, {'start': 48, 'end': 58, 'text': 'river bank', 'labels': ['ENTITY']}, {'start': 24, 'end': 40, 'text': 'elephant teeters', 'labels': ['ENTITY']}]",trunk in the water the elephant teeters on the river bank,trunk water elephant teeter river bank,water river bank elephant teeters,"trunk in the water, the elephant teeters on the river bank.",Olfactive,trunk water elephant teeters river bank,water river bank elephant teeters,,0.0,0.0,0.0,0.0
685,766,1020,a baseball player pitching a ball on top of a field.,"['baseball player', 'ball']","[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 6, 'end': 10, 'text': 'ball', 'labels': ['ENTITY']}]",a baseball player pitching a ball on top of a field,baseball player pitch ball field,baseball player ball,a baseball player pitching a ball on top of a field.,Olfactive,baseball player pitching ball top field,baseball player ball,pitching,0.0,0.0,0.0,0.0
686,795,1055,the baseball player is hoping for a hit.,['baseball player'],"[{'start': 4, 'end': 19, 'text': 'baseball player', 'labels': ['ENTITY']}]",the baseball player is hoping for a hit,baseball player hope hit,baseball player,the baseball player is hoping for a hit.,Olfactive,baseball player hoping hit,baseball player,,0.0,0.0,0.0,0.0
687,217,331,an elephant standing in an enclosed metal cage.,['elephant'],"[{'start': 3, 'end': 11, 'text': 'elephant', 'labels': ['ENTITY']}]",an elephant standing in an enclosed metal cage,elephant stand enclose metal cage,elephant,an elephant standing in an enclosed metal cage.,Olfactive,elephant standing enclosed metal cage,elephant,cage,0.0,0.0,0.0,0.0
688,4,4,a cozy living room scene features easy chairs and a large television.,"['room scene', 'chairs']","[{'start': 14, 'end': 24, 'text': 'room scene', 'labels': ['ENTITY']}, {'start': 39, 'end': 45, 'text': 'chairs', 'labels': ['ENTITY']}]",a cozy living room scene features easy chairs and a large television,cozy living room scene feature easy chair large television,room scene chairs,a cozy living room scene features easy chairs and a large television.,Olfactive,cozy living room scene features easy chairs large television,room scene chairs,living,0.0,0.0,0.0,0.0
689,768,1022,a baseball player is swinging at a pitch from the mound.,"['baseball player', 'pitch']","[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 35, 'end': 40, 'text': 'pitch', 'labels': ['ENTITY']}]",a baseball player is swinging at a pitch from the mound,baseball player swinge pitch mound,baseball player pitch,a baseball player is swinging at a pitch from the mound.,Olfactive,baseball player swinging pitch mound,baseball player pitch,mound,0.0,0.0,0.0,0.0
690,642,871,a man holding a small pizza on a plate.,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man holding a small pizza on a plate,man hold small pizza plate,man,a man holding a small pizza on a plate.,Olfactive,man holding small pizza plate,man,,0.0,0.0,0.0,0.0
691,880,1163,a giant bear and mouse on display at the mall.,"['mall', 'bear']","[{'start': 41, 'end': 45, 'text': 'mall', 'labels': ['ENTITY']}, {'start': 8, 'end': 12, 'text': 'bear', 'labels': ['ENTITY']}]",a giant bear and mouse on display at the mall,giant bear mouse display mall,mall bear,a giant bear and mouse on display at the mall.,Olfactive,giant bear mouse display mall,mall bear,,0.0,0.0,0.0,0.0
692,612,839,the men are preparing a meal in the kitchen.,"['men', 'kitchen']","[{'start': 4, 'end': 7, 'text': 'men', 'labels': ['ENTITY']}, {'start': 36, 'end': 43, 'text': 'kitchen', 'labels': ['ENTITY']}]",the men are preparing a meal in the kitchen,man prepare meal kitchen,men kitchen,the men are preparing a meal in the kitchen.,Olfactive,men preparing meal kitchen,men kitchen,,0.0,0.0,0.0,0.0
693,738,985,a baseball player getting ready to swing his bat.,['baseball player'],"[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}]",a baseball player getting ready to swing his bath,baseball player get ready swing bath,baseball player,a baseball player getting ready to swing his bat.,Olfactive,baseball player getting ready swing bat,baseball player,,0.0,0.0,0.0,0.0
694,546,757,a paneled living room with a large brick fireplace.,['living room'],"[{'start': 10, 'end': 21, 'text': 'living room', 'labels': ['ENTITY']}]",a paneled living room with a large brick fireplace,panel living room large brick fireplace,living room,a paneled living room with a large brick fireplace.,Olfactive,paneled living room large brick fireplace,living room,fireplace,0.0,0.0,0.0,0.0
695,725,965,a base ball player holding a bat standing on a  field.,['ball player'],"[{'start': 7, 'end': 18, 'text': 'ball player', 'labels': ['ENTITY']}]",a base ball player holding a bat standing on a field,base ball player hold bat stand field,ball player,a base ball player holding a bat standing on a  field.,Olfactive,base ball player holding bat standing field,ball player,bat,0.0,0.0,0.0,0.0
696,683,917,a baseball player at home plate preparing to swing.,['baseball player'],"[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}]",a baseball player at home plate preparing to swing,baseball player home plate prepare swing,baseball player,a baseball player at home plate preparing to swing.,Olfactive,baseball player home plate preparing swing,baseball player,,0.0,0.0,0.0,0.0
697,98,151,a hazard sign on top of a crossing gate in front of a building.,['hazard sign'],"[{'start': 2, 'end': 13, 'text': 'hazard sign', 'labels': ['ENTITY']}]",a hazard sign on top of a crossing gate in front of a building,hazard sign crossing gate building,hazard sign,a hazard sign on top of a crossing gate in front of a building.,Olfactive,hazard sign top crossing gate front building,hazard sign,,0.0,0.0,0.0,0.0
698,727,967,a microwave is on a table by a doorway,['microwave'],"[{'start': 2, 'end': 11, 'text': 'microwave', 'labels': ['ENTITY']}]",a microwave is on a table by a doorway,microwave table doorway,microwave,a microwave is on a table by a doorway,Olfactive,microwave table doorway,microwave,,0.0,0.0,0.0,0.0
699,573,784,two boys pretend to play guitar on tennis rackets.,"['tennis rackets', 'boys']","[{'start': 35, 'end': 49, 'text': 'tennis rackets', 'labels': ['ENTITY']}, {'start': 4, 'end': 8, 'text': 'boys', 'labels': ['ENTITY']}]",two boys pretend to play guitar on tennis rackets,boy pretend play guitar tennis racket,tennis rackets boys,two boys pretend to play guitar on tennis rackets.,Olfactive,two boys pretend play guitar tennis rackets,tennis rackets boys,,0.0,0.0,0.0,0.0
700,406,547,a cat sitting in front of a television watching a show.,"['cat', 'television']","[{'start': 2, 'end': 5, 'text': 'cat', 'labels': ['ENTITY']}, {'start': 28, 'end': 38, 'text': 'television', 'labels': ['ENTITY']}]",a cat sitting in front of a television watching a show,cat sit television watch,cat television,a cat sitting in front of a television watching a show.,Olfactive,cat sitting front television watching show,cat television,television,1.0,0.5,1.0,0.5
701,502,697,there is a dog with his head out of the window,['dog'],"[{'start': 11, 'end': 14, 'text': 'dog', 'labels': ['ENTITY']}]",there is a dog with his head out of the window,dog head window,dog,there is a dog with his head out of the window,Olfactive,dog head window,dog,,0.0,0.0,0.0,0.0
702,47,61,a clean kitchen contains a refrigerator and a marble counter top with an embedded sink.  ,['refrigerator'],"[{'start': 27, 'end': 39, 'text': 'refrigerator', 'labels': ['ENTITY']}]",a clean kitchen contains a refrigerator and a marble counter top with an embedded sink,clean kitchen contain refrigerator marble counter embed sink,refrigerator,a clean kitchen contains a refrigerator and a marble counter top with an embedded sink.  ,Olfactive,clean kitchen contains refrigerator marble counter top embedded sink,refrigerator,marble,0.0,0.0,0.0,0.0
703,32,42,a group of people standing over some food.,"['people', 'group']","[{'start': 11, 'end': 17, 'text': 'people', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'group', 'labels': ['ENTITY']}]",a group of people standing over some food,group people stand food,people group,a group of people standing over some food.,Olfactive,group people standing food,people group,,0.0,0.0,0.0,0.0
704,779,1039,the bright computer monitor is sitting on the corner desk.,['computer monitor'],"[{'start': 11, 'end': 27, 'text': 'computer monitor', 'labels': ['ENTITY']}]",the bright computer monitor is sitting on the corner desk,bright computer monitor sit corner desk,computer monitor,the bright computer monitor is sitting on the corner desk.,Olfactive,bright computer monitor sitting corner desk,computer monitor,computer,1.0,0.5,1.0,0.5
705,200,314,"sad looking elephant standing in a field in africa
",['elephant'],"[{'start': 12, 'end': 20, 'text': 'elephant', 'labels': ['ENTITY']}]",sad looking elephant standing in a field in africa,sad look elephant stand field,elephant,"sad looking elephant standing in a field in africa
",Olfactive,sad looking elephant standing field africa,elephant,,0.0,0.0,0.0,0.0
706,134,216,a bench on a boat in the water.,"['water', 'boat']","[{'start': 25, 'end': 30, 'text': 'water', 'labels': ['ENTITY']}, {'start': 13, 'end': 17, 'text': 'boat', 'labels': ['ENTITY']}]",a bench on a boat in the water,bench boat water,water boat,a bench on a boat in the water.,Olfactive,bench boat water,water boat,,0.0,0.0,0.0,0.0
707,27,36,a large kitchen has lots of brown cabinets and a silver stove and dishwasher.,['kitchen'],"[{'start': 8, 'end': 15, 'text': 'kitchen', 'labels': ['ENTITY']}]",a large kitchen has lots of brown cabinets and a silver stove and dishwasher,large kitchen lot brown cabinet silver stove dishwasher,kitchen,a large kitchen has lots of brown cabinets and a silver stove and dishwasher.,Olfactive,large kitchen lots brown cabinets silver stove dishwasher,kitchen,dish,0.0,0.0,0.0,0.0
708,824,1088,a balding male and three women and one is taking a photo,"['women', 'male']","[{'start': 25, 'end': 30, 'text': 'women', 'labels': ['ENTITY']}, {'start': 10, 'end': 14, 'text': 'male', 'labels': ['ENTITY']}]",a balding male and three women and one is taking a photo,bald male woman take photo,women male,a balding male and three women and one is taking a photo,Olfactive,balding male three women one taking photo,women male,,0.0,0.0,0.0,0.0
709,230,344,fashion model in rain gear poses by a derelect building ,"['rain gear', 'building']","[{'start': 17, 'end': 26, 'text': 'rain gear', 'labels': ['ENTITY']}, {'start': 47, 'end': 55, 'text': 'building', 'labels': ['ENTITY']}]",fashion model in rain gear poses by a derelict building,fashion model rain gear pose derelict building,rain gear building,fashion model in rain gear poses by a derelect building ,Olfactive,fashion model rain gear poses derelect building,rain gear building,,0.0,0.0,0.0,0.0
710,489,680,a woman is standing besides several kinds of fruit in an outdoor market.,"['woman', 'market', 'kinds']","[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 65, 'end': 71, 'text': 'market', 'labels': ['ENTITY']}, {'start': 36, 'end': 41, 'text': 'kinds', 'labels': ['ENTITY']}]",a woman is standing besides several kinds of fruit in an outdoor market,woman stand kind fruit outdoor market,woman market kinds,a woman is standing besides several kinds of fruit in an outdoor market.,Olfactive,woman standing besides several kinds fruit outdoor market,woman market kinds,,0.0,0.0,0.0,0.0
711,772,1026,batter taking a swing at ball during game.,"['ball', 'game']","[{'start': 25, 'end': 29, 'text': 'ball', 'labels': ['ENTITY']}, {'start': 37, 'end': 41, 'text': 'game', 'labels': ['ENTITY']}]",batter taking a swing at ball during game,batter take swing ball game,ball game,batter taking a swing at ball during game.,Olfactive,batter taking swing ball game,ball game,,0.0,0.0,0.0,0.0
712,378,511,a navy shop docked at a dock in a harbor.,['navy shop'],"[{'start': 2, 'end': 11, 'text': 'navy shop', 'labels': ['ENTITY']}]",a navy shop docked at a dock in a harbor,navy shop dock dock harbor,navy shop,a navy shop docked at a dock in a harbor.,Olfactive,navy shop docked dock harbor,navy shop,,0.0,0.0,0.0,0.0
713,288,415,a black cat standing next to a television in room.,"['cat', 'television']","[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}, {'start': 31, 'end': 41, 'text': 'television', 'labels': ['ENTITY']}]",a black cat standing next to a television in room,black cat stand television room,cat television,a black cat standing next to a television in room.,Olfactive,black cat standing next television room,cat television,television,1.0,0.5,1.0,0.5
714,418,563,a girl eats a candy apple while in a ferris wheel car.,"['girl', 'wheel car']","[{'start': 2, 'end': 6, 'text': 'girl', 'labels': ['ENTITY']}, {'start': 44, 'end': 53, 'text': 'wheel car', 'labels': ['ENTITY']}]",a girl eats a candy apple while in a ferris wheel care,girl eat candy apple ferris wheel care,girl wheel car,a girl eats a candy apple while in a ferris wheel car.,Olfactive,girl eats candy apple ferris wheel car,girl wheel car,fer,0.0,0.0,0.0,0.0
715,674,907,a man stands on he beach with a surf board ,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man stands on he beach with a surf board,man stand beach surf board,man,a man stands on he beach with a surf board ,Olfactive,man stands beach surf board,man,,0.0,0.0,0.0,0.0
716,391,531,a man in glasses trying to tie a tie. ,"['tie', 'man']","[{'start': 27, 'end': 30, 'text': 'tie', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man in glasses trying to tie a tie,man glass try tie tie,tie man,a man in glasses trying to tie a tie. ,Olfactive,man glasses trying tie tie,tie man,,0.0,0.0,0.0,0.0
717,592,809,a woman swims with her surfboard in the ocean. ,"['woman', 'surfboard', 'ocean']","[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 23, 'end': 32, 'text': 'surfboard', 'labels': ['ENTITY']}, {'start': 40, 'end': 45, 'text': 'ocean', 'labels': ['ENTITY']}]",a woman swims with her surfboard in the ocean,woman swim surfboard ocean,woman surfboard ocean,a woman swims with her surfboard in the ocean. ,Olfactive,woman swims surfboard ocean,woman surfboard ocean,,0.0,0.0,0.0,0.0
