,contains_ref,normalized_text,,,,
1903,False,,,,,
595,False,inspector visit spot find condition,,,,
2109,False,premise altogether cover acre portion space cover building,,,,
1296,True,bitter nauseous sweet gall sweet bitter impregnate papillae mouth stomach cause aversion stomach light offend eye make water,,,,
1821,False,material burn manufacture oil vitriol crude sulphur pyrate spend oxide gas work,,,,
872,True,avoidance possible country odour fine etherealised rare,,,,
2787,True,rubbish allow accumulate attempt burn quantity fire go unpleasant odour create,,,,
2326,True,philosopher tell smell plant thing mind impossible smell mind hath demonstrate modern philosophy,,,,
1548,False,pubescent infusoria hospital gangrene battery carbuncular gangrene think look case pulmonary gangrene,,,,
36,False,sweet farmer cottage garden come story stream seek moisture thirsty land wild olive arduous,,,,
2417,True,manner perform snuff flower,,,,
2143,False,barely manure work map adjoin work mention,,,,
2444,True,glass body strain hair cloth lie good store roseleaue die half die water ascend verge good smell colour,,,,
977,True,story calamity story tear,,,,
1571,False,frequency haemorrhage violent cough important symptom occupy paroxysm last week week tendency recur week year,,,,
1122,False,cat gently extend contract paw pleased purr draw breath resemble manner sucking language pleasure animal have collarbone use paw hand suck dog sheep,,,,
2239,True,try effect odour vegetable substance take equal quantity black white cotton wool enclose,,,,
1892,False,waste gas escape external atmosphere condense apparatus use,,,,
675,False,remedy obvious connect cesspool near drain,,,,
728,False,flap door hermetically close bolt cylinder destine revolve spindle turn hollow communicate tube,,,,
412,False,non latin alphabet eternity exiting,,,,
1516,True,case observe breath render spacious ward odious privy stench fresh force,,,,
1649,O O O O O O O O O O,A clear straw-coloured oil , phosphorescent in the dark .,clear straw colour oil phosphorescent dark,,
825,False,set sun glow love tear redden sky dark green hill hill surely earth foreshadow,,,,
616,False,street slope southwards bank river consist appendage court house north end modern construction remain exceedingly old inconveniently build,,,,
114,False,know beautiful time,,,,
417,False,infect eat dish drunk cup yen bed sick one scare run finger ake,,,,
1625,False,contain methane menthol,,,,
2815,False,inflammation place treat apply leech warm poppy lamentation pain feel give tablespoonful fever mixture hour,,,,
89,False,sit hillock bastion noisy fortress time old roman station aware know lazy,,,,
2082,True,state material intend guano mineral phosphate sulphate ammonia,,,,
753,False,sulphate iron mix sawdust substitute purifier instead milk lime source greatgrievance neighbour dwellinghouse empty purifying vessel open pit yard emit time discharge large quantity hydrosulphurous gas,,,,
1630,True,oil spearmint,,,,
11,True,fragile flower vase sweet odour flow breathe leaf stem tree bush stately cum tree sweet serena chili,,,,
284,True,intend preservative water dip sponge constitution carry box smell preservative commander choose virtue,,,,
1066,True,brown sort appear mealy substance sell second sort colour taste smell inside appear glassy solid generally lump,,,,
1191,True,putrefaction hot moist apt destroy take nostril heat subtle passeth speedily jellicle mouth fume moisture,,,,
1440,True,way elephant emit musky odor facial gland rutting season,,,,
2683,False,feed usually take recreate delight oculus picture inane hee feed eye behold vain picture,,,,
2682,False,tell hee set feed,,,,
2593,False,magnificently light firmament sparkle chandelier building ventilate perfection,,,,
1568,True,rheumatic condition important element case show collateral evidence morbid product necessarily lactic acid certainly case pulmonary,,,,
2465,False,chap,,,,
1687,False,cinnamon,,,,
851,False,explanation likely occur refinement feeling accompany high civilisation operate community quick respond react public benefit anticipate,,,,
2207,False,crude sulphur pyrate burn manufacture oil vitriol,,,,
895,False,underground drain soil town soak filth century,,,,
496,False,unfit incongruous thing contention preach gospel peace,,,,
2305,False,late research professor doctrine introvert,,,,
1782,False,example find male english chalky spot see brush pot rosewater sprinkler,,,,
335,False,human breed new disease,,,,
515,False,care room sweep hang dress good manner,,,,
1348,True,fourth class bitter acrid taste cowslip fragrance heady low degree opiate root cowslip acrid bitter,,,,
1015,False,inspissated juice plant good grow island succour dry break middle appear dark green glass substance reduce powder fine yellow saffron colour,,,,
2840,False,butyric acid acetic acid uncommonly form protein decomposition,,,,
1781,True,likewise female anal organ shine spot odoriferous volatile acid,,,,
1785,False,hear beast propane flattering tongue bawdy tale beastly sound supper suit fear parliament council spanish treaty wound country peace gospel sound job false friend entice sovereign prophet arab flattering sooth sovereign frown maker fear bless sovereign hearing,,,,
2070,False,,,,,
356,False,immediate stroke cold vapor rise ground dangerous time,,,,
2732,True,commander smell ointment saviour sweet comfort delight sweet mercy comfortable promise delightful presence mercy father comfort redeemer delight replenished mercy compassion derive abundantly rule consolation comfort promise assured expectation delight plenary possession,,,,
1312,True,astringent aromatic cordial astringent strengthen fibre stomach membrane nervous part acid evident astringent hinder great rarefaction blood fragrant pungent oil,,,,
1635,False,prepare aqua viridi,,,,
550,False,great complaint place consequently frequently visit,,,,
2388,True,resemble lie ferment oil chum vulgar,,,,
2265,True,instance allow wool lie contact camphor time place hour minute portion sulphur barium know exhale curiously fetid odour sulphuretted hydrogen quickly lose camphorous smell acquire retain considerable intensity fetid smell sulphur,,,,
1227,True,putrefaction procure stinking smell,,,,
2563,False,christian pungent state hot bitter,,,,
957,True,alle alle wood,,,,
1773,True,fluid aroma secrete insertion fan traverse capillary attraction extremity stain bright orange gland shade yellow tip,,,,
2141,False,,,,,
1008,False,solid volatile concrete gum extract shrub grow part east indie,,,,
1092,False,natural sign understand slender basis build human language,,,,
2601,False,,,,,
996,False,sort bring yellow white generally cut small piece different shape appear shape root originally round oval cut convenience dry well yellow appearance large turmeric agreeable aromatic taste white ominous inside pale dusky white colour valuable,,,,
1679,False,prepare confection scammonii pill alle barbadensis,,,,
153,False,poor signore,,,,
2665,O O O O O O O O O O O O O O O O O O O O O,quid's potus quam homo , He is rather any thing then a man : but a man hee is not .,thing man man hee,,
580,False,beg recommend favour vestry,,,,
1470,True,arabian night allusion use perfume woman definitely state aphrodisiac intent,,,,
703,True,undesirable drain open ditch aforementioned case infinitely preferable present exist carry sewage away dwelling open space effluvia dilute probability harmless open ditch begin dead head southern extremity street run course yard discharge sewer swan lane,,,,
1212,False,certaintie doth smell urine afford,,,,
896,False,sodden condition soil affect well great extent,,,,
487,False,let mind forme think robbery equal reputation,,,,
559,False,ludicrous serve notice stop drain cesspool human big delineate tolerate populous part,,,,
1141,False,accident absolutely determine glumdalclitch trust abroad future sight,,,,
1119,False,vicious penis,,,,
512,True,sweet root carry root flower savoury wood smell unto wood cross tree life midst paradise,,,,
633,False,certainly improve management present proprietor inhabitant wholesome water use drink compensate palate evil,,,,
2472,False,adulterate civet mix gall story liquefy wash adulterate addition honey create,,,,
1664,False,almond oil,,,,
1012,False,sublimation unrefined form loaf cake difference duty charge easy method refine rough camphor prevent bring advantage,,,,
1931,False,,,,,
1150,False,bird stun recover give box wing side head body hold arm length reach claws time think let,,,,
2687,False,saviour impediment vicious ungodly man swine fit pearl cast swine come good milk cow wool sheep faithful service dodge obedience horse bearing burden ass village swine give contentment feed horse doth pace dodge hunting hawk fowling voluptuous carnal man good hath fill belly infinite treasure daily pleasure service,,,,
116,False,interesting subterranean church roof support marble pillar beggar ambush tomb secluded altar,,,,
740,True,statement meeting board foul smell injurious health neighbour give premise low queen street rain exist yard pool stagnant water,,,,
2646,False,find clapping stamping hissing scoffing reason,,,,
1974,True,state probably oil vitriol manufacture,,,,
1081,True,,,,,
1810,True,reason believe effluvia work reach place south river complaint,,,,
830,False,surely surf beat strand innisfail far away salt bitter reason sweet water beach ocean bathe,,,,
119,False,monument baptiste beautiful arch immense font gallery contain remarkable picture whereof copy hairy faced artist little velvet cap head,,,,
656,False,lad aged die day ago cholera hour board swedish ship lie commercial dock,,,,
2615,False,excellent fresh air down,,,,
2575,False,text regard ticket gesture scorn weariness stupidity,,,,
2808,False,little great weakness cold clammy sweat quick weak pulse purging bloody matter take place,,,,
635,False,resume word main point good defect detail,,,,
369,False,please bless labour counsaile let small number file advice,,,,
268,O O O O O O O O O O O O O O O O O O O O O O,Let not Water stand so long in any vessel as to petrified , which in hot weather it will soon doe .,let water stand long vessel petrified hot weather soon doe,,
46,False,finding afternoon coup discharge people passenger monstrous ugly tuscan great purple moustache man end hat oni take advantage well accommodation company gentleman conversational good humoured travel nearly o clock night driver report think go far accordingly halt place call stradella,,,,
991,False,white christine salt final part good generally come large transparent lump brown discolor mealy reduce value considerably resemble white sugar candy well,,,,
876,False,monastery hospital beginning war bad,,,,
773,False,gentleman block house inhabited cover difficult find equal space ground fouler collection cesspool visit inspector swan street workplace number dwelling give agenda paper,,,,
1219,True,willingly yield stink strong smell doth argue putrefaction vine part putrefaction,,,,
1126,False,attempt,,,,
4,False,treasure open garden shut thought owe exclusion showy colour lend carpet crude mode set flower compete tile mode decoration,,,,
1595,False,case come observation trace distinctly rheumatic habit rheumatism complication,,,,
2311,False,believe wisdom paradox ideal philosophy plain sensible man appear palpable absurdity adept pass profound discovery,,,,
2491,True,spanish snuff fine relish colour imitate nicely good dutch cleanse granulate coloured red beat fine sift fine lawn sieve,,,,
1077,False,root plant grow english dock kind considerably large,,,,
837,True,historical fact movement render pioneer country matter public health receive impulse owe continue existence simple accident english public grow intolerant obtrusive odour,,,,
681,False,,,,,
1715,False,powerful irritant drastic purgative,,,,
2352,False,plantain leave macerate ferment distil titillate exhaust ether way,,,,
2361,True,agreeable livening odour sweet burn taste,,,,
2197,True,character material experience similar manufacture satisfied pungent offensive give manufacture manure material enter ingredient,,,,
1148,False,attempt catch bird boldly turn endeavour peck finger durst venture reach hop unconcerned hunt worm snail,,,,
574,False,generally good order deficiency exist correct supervision submission board objection renewal license,,,,
50,False,dreary whimsically stage proceeding interrupt announcement brave cook supper ready priest chamber room counterpart adjourn,,,,
853,False,man woman strive refinement achieve refined spite pessimist call realist preach outward behaviour innermost thought feeling internal refinement imply thing quickening sense disgust,,,,
1982,False,total number factory group,,,,
1823,False,tower work mean use intercept waste gas pass leaden chamber,,,,
833,False,hesitate long pass man placemat price land ire concern,,,,
1115,True,organ smell irritate perfume lacrymal sack empty nostril explain increase tear pour eye,,,,
1166,False,prevail company inclination naturally tender hearted abhor kind spectacle curiosity tempt think extraordinary,,,,
1906,False,barely manure work map adjoin work mention,,,,
971,False,seed rag pearl,,,,
399,True,disease smidge urine sweat abominable savour breath vile noisome ill coloured spot rustle blister swelling ulcer filthy matter arise outward part body superfluitie sharpness humor putrefaction matter venomous quality join possibly produce,,,,
2368,True,foliage fragrant,,,,
19,False,noble form colour scent delicately morn alpine pasture precious garden rose cover ugly wall know want veil,,,,
684,False,proceed thither occasion state follow fact mud main channel southern extremity spot cottage recently cast,,,,
35,True,geranium cottage window bring spicy fragrance south african hill sunny hill provence home rose garden bring breath wild rose hill aromatic pot herb garden gift shore land,,,,
2711,False,use rest authority mosaic law christian church,,,,
524,False,speak previous report business occasion king mill stream,,,,
2455,False,ban gentle fire ashe rei berate water fresh leave,,,,
920,True,bulbous root zedoary kind resembling shape turmeric break fine orange colour fragrant smell aromatic taste,,,,
1841,False,manu fracture sulphate ammonia ammoniacal liquor mean use prevent escape sulphuret hydrogen atmosphere,,,,
1890,False,oil vitriol aid manure world map establish year,,,,
537,False,deserve special remark queen street,,,,
1705,False,ileum proton,,,,
2807,False,great tenderness belly,,,,
245,False,vegetation luxuriant beautiful palm tree make novel feature novel scenery,,,,
784,False,horse keep stable corner dung throw refuse matter greenshop,,,,
1409,True,occupy house hill carton find imagine wind east northeast disagreeable smell convey,,,,
154,False,cheerful,,,,
1686,False,thin pale yellow nearly odorous bland oleaginous nutty taste,,,,
625,False,privy fit pan communicate sewer proper water supply cistern water butt street,,,,
2752,False,ameliorate muddy tawny claret,,,,
1346,False,root henbane sweet,,,,
569,False,gentleman time licensing slaughterhouse approach request vestry clerk,,,,
1758,True,nymphalidae great group butterfly rudimentary formless find common rinse dactylate hollow process abdominal extremity furnish hair protrusion emit disagreeable odour sexual pouch possibly connection exist median nerve hind wing specie see tawny extend range,,,,
1816,False,mess,,,,
2065,False,recently work come hand com new manager engage erect apparatus prevention nuisance satisfied mean adopt prove successful,,,,
127,False,ghost act play act ghostly stage,,,,
2849,False,refuse bit end food,,,,
2006,False,work say cover acre building appear cover nearly space,,,,
980,False,borax,,,,
2846,True,opinion duty responsibility end far smell drain concerned,,,,
190,False,brave courier meet receive rightful owner,,,,
1139,False,thing hush know court girl afraid queen anger truly think reputation story,,,,
992,False,sort white saunder yellow sap avoid rosewood dark colour measure white outside produce old,,,,
699,False,house long time deplorable condition frequently visit report,,,,
606,False,epidemic measle hoopingcough smallpox absent neighbourhood summer death record,,,,
180,False,hot day,,,,
301,False,pease bean artichoke leave spare body,,,,
2544,True,difference odour difference perceptible sense practical point require notice diluted odour bitter almond probably pronounce person indicate presence prussic acid especially exist suspicion violent death,,,,
2658,False,hee forward,,,,
1060,False,musk,,,,
2701,True,perfume hide cloak stink,,,,
2754,True,amend taste smell manage,,,,
1069,True,,,,,
2524,False,,,,,
2205,False,work extensive scale,,,,
1243,True,reason putrefaction,,,,
16,False,ugly wall sweet garden magnolia honeysuckle climatic sweet serena delightful old jasmine clothe house,,,,
2852,False,reasonable long last young root good set slip well,,,,
546,False,house rotherhithewall piece ground measure foot north south east west large shed southern extremity,,,,
658,False,cholera bring great baltic port seaman shipboard vessel port lie thame dock hitherto attack,,,,
2587,O O O O O O O O O O O O O O O O O O,At a small theatre this was to be expected , for at the great theatre of i .,small theatre expect great theatre,,
2618,False,clod,,,,
1504,True,odour sufficient proof independently distillation temperature far add ordinary pulmonary vapour collect keep quickly fetid condense vapour window room crowd people smell offensively high temperature exceed,,,,
959,True,bring little hard ponderous piece chip burn reduce powder bitter aromatic taste fragrant smell little use small quantity true fetch high price ton overdo market,,,,
2331,False,musk rat,,,,
797,True,inhalation pestilential vapour arise nuisance time visit begin work,,,,
225,False,walk great state superior order look admiration,,,,
2074,True,tar tar work mention subject fractional distillation sufficient mean use prevent escape atmosphere offensive vapour distillate hot pitch,,,,
1799,False,,,,,
2485,True,contrary snuff receive perfume readily preserve flavour long account,,,,
2835,False,change consistency particular importance certain food product cheese discuss general head ripen process,,,,
2277,True,examine hour evident sense smell black wool attract odorous particle white wool gain appreciable weight,,,,
2085,False,material heat closed pan steam addition oil vitriol arrangement condense vapour proceed pan,,,,
1693,False,dose oil follow mind,,,,
1045,False,suppose kind ominous wax collect insect deposit round small stick form commonly import good sale compose deep red gum intermix cell form insect colour contain water give red tincture sort esteem die red leather,,,,
469,False,doth fabric world wa impossible god almighty space day deal child create child new heart suffer heart rude massive lump darkness send holy spirit heart illuminate drive away black cloud darkness ignorance breathe sweet spirit thou new creature form,,,,
954,True,gum gum tragacanth come cheap turkey,,,,
2848,False,,,,,
639,False,population take male female child sex,,,,
2661,False,,,,,
1218,False,wise woodcock,,,,
1158,False,point forbear justice queen mistress glumdalclitch nurse person sweet lady,,,,
1415,True,shell state papa land rub fragrant plant body purpose,,,,
2596,False,,,,,
1527,False,wholly faece,,,,
2797,False,little case death take place quickly poison swallow take place,,,,
1300,True,aromatic affect smell taste gratefully motion particle texture agreeable motion texture spirit spirit vegetable differ salt largely diffuse vehicle salt spirit contract vehicle,,,,
2744,True,let pygmalion dote picture narcissus shape nice numerous progeny taste taste sweet touch apprehension love sight contemplation glory accent praise smell repose faire pleasant pasture word,,,,
1603,True,pus abscess abdominal party find highly faecal smell careful examination fail detect connection abscess intestine,,,,
160,False,thank,,,,
1704,False,prepare syrup senna,,,,
956,False,lapis futile sublimate collect mean stick uppermost furnace certain metal east indie flex mean receive belate form generally appear mouse colour little use copper work worth import,,,,
2791,False,prostration strength great body cold warmth apply little brandy water sal volatile water give,,,,
877,False,evening land,,,,
1919,True,absolutely certain putrid sickening odour proceeding direction group issue mainly glue manure work mess,,,,
1884,False,good method condensation,,,,
2200,False,,,,,
98,False,behold jingle placenta stagger way tall posting chaise see look window peep garden wall position concentrated essence shabbiness pause moment animate conversation touch hat blunt nosed little virgin hardly shabby enshrine plaster punch town,,,,
2709,False,intention claim scriptural authority suggestion detail present method incense christian church,,,,
2557,True,occasion odour conceal peppermint tobacco odour,,,,
253,False,section,,,,
103,False,wild festoon elegant wreath crown garland shape fairy net fling great tree make prisoner sport tumble heap mound exquisite shape ground rich beautiful,,,,
1445,False,sexual torpor woman vanilla sandal certain degree reputation old arabian physician especially recommend castoreum myrrh amenorrhoea,,,,
1443,False,find powerful muscular stimulant,,,,
1648,False,prepare phosphorus oil almond heat far,,,,
586,True,factory activity month store stink ingredient manufacturer permanent smell part street mixing go action sulphuric acid animal vegetable matter give stench occasion headache nausea vomiting cough inmate house adjacent factory,,,,
627,False,complaint neglect scavenger accord statement leaseholder regularly properly remove dust broom surface street,,,,
1696,False,oil distil copaiva,,,,
2101,True,work offensive river putrid sickening odour travel mile,,,,
2199,True,principal medical officer garrison altogether clear instructive receive inasmuch barrack barrack field mile river considerable elevation variety odour perceptible,,,,
403,False,kind diver disease infectious deadly plague,,,,
1154,False,maid invite glumdalclitch apartment desire bring purpose pleasure see touch,,,,
2255,True,coloured cotton treat manner,,,,
1682,False,oil distil clove,,,,
2056,True,work pervade odour,,,,
2725,False,brovoji,,,,
452,False,avoid mischief hippocrate prince physician broke de natural human give counsel,,,,
2301,False,pure form gaseous,,,,
1327,True,mucilaginous fetid triple,,,,
2049,False,ordnance manure work map establish month,,,,
880,True,east ejaculate old scotsman east smell,,,,
2794,True,come immediately poison take produce merely smell,,,,
623,False,wooden button outside piece string inside door see,,,,
2393,False,reader litmus slightly permanently,,,,
2655,False,proud haughty high minded,,,,
1787,False,feeling prick conscience sting stain soul bless king tribe draw thought equity late smooth beardless chin provoke tempt sign hand palm sovereign lead way thing polluted unclean s beastly obscene set soul reel bless sovereign feeling,,,,
262,False,evening good purify bonfire especially firework discharge piece gunpowder exceed dry reason salt sulphur cracked give forcibly shake attenuate open let purification immediately fire go,,,,
1634,True,pale yellow greenish yellow ve hen recent reddish age odour taste herb,,,,
1438,True,moth musky odor confine male doubtless sexual,,,,
2198,True,mean use establishment intercept effluvia atmosphere free opening part premise,,,,
1969,False,ordnance manure work map establish month,,,,
2520,True,hand leaf odour persistent ready seek motto scented leave fragrant green fresh retain perfume long yellow brown sere,,,,
1802,False,intend shortly manufacture manure,,,,
640,False,present year amount male female child safely average population,,,,
2385,True,burn blue slightly fuliginous flame give strong smell vapour excite coughing leave small quantity charcoal,,,,
2598,True,closet stink pothecarie shop drug medicine administer sick neighbour spoil quack practice receipt book belong family,,,,
2712,True,ready admit learn number squint vert scudamore equal learning desire produce sweet smell place foul introduction christian church undoubtedly order use tabernacle skin,,,,
1959,False,see reference map lie group,,,,
488,False,context part curiously weave brace fifth verse connection zealous admonition brotherly love christian reconciliation add voluntary obedience humiliation persuade got friend place earnestly beseech mind mind,,,,
1843,False,,,,,
1734,True,aromatic odour spicy pungent flavour leave sensation coldness mouth,,,,
146,False,little old man guidebook consider half justice wonder moment,,,,
1534,True,express doubt case tubercular observe faecal odour case,,,,
1986,True,good practically mean far knowledge extend prevent escape offensive effluvia atmosphere mixer reception pit use establishment,,,,
1369,False,volatile salt taste virtue depend,,,,
2450,False,know profit requite labour accept new conclusion,,,,
2812,False,tablespoonful vinegar lemon juice blissful water minute burn sensation relieve,,,,
659,False,remote cause cholera know science unravel essential nature reason travel direction east west,,,,
1794,True,state travel river purulent recognise odour variety pass manure work mess,,,,
2511,True,different type clover course add fragrance odour,,,,
186,False,help captain boat,,,,
1147,False,remember thrush confidence snatch hand bill piece cake glumdalclitch give breakfast,,,,
608,False,remedy present state thing appear following legal proceeding manufacturer individually suppression nuisance force conduct operation closed vessel carry gas evolve mixing fire shaft thoroughly decompose escape atmosphere,,,,
2191,True,large manure establishment visit material burn manufacture oil vitriol crude sulphur pyrate,,,,
1930,True,person upset sick nauseate extent say health disturb,,,,
197,False,communication idea brave courier captain look board,,,,
2327,False,plain man doubt apt think merry find conclusion mad philosophy magic put man new world give different faculty common man,,,,
293,False,eel lantern lamprey delight mud bee avoid,,,,
766,False,case mild diarrhoea occur fatal record rotherhithe moment remarkably healthy,,,,
400,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,But though it may thus by the Learned be acknowledged to be venomous , yet is it by many of the Ignorant sort conceited not to be Infectious .,learn acknowledge venomous ignorant sort conceite infectious,,
122,False,desolation fall theatre enhance spectator fancy gay intention design worm familiar,,,,
202,False,patronage mouse bestow lion vast opinion condescension warmth sentiment occasionally rise tiptoe slap friar,,,,
835,False,remember ask mother party mean peace mind,,,,
2294,True,ancients call propose grow considerably hard measure soften heat find different consistency colour smell,,,,
1439,B-1 I-1 O O B-1 I-1 O O B-1 I-1 I-1 I-1 I-1 O B-1 I-1 I-1 I-1 I-1 O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 O,Some lizards have a musky odor which is heightened at the sexual season , crocodiles during the pairing season emit from their submaxillary glands a musky odor which pervades their haunts .,lizard musky odor heighten sexual season crocodile pair season emit submaxillary gland musky odor pervade haunt,,
1733,False,pale straw coloured dark thick exposure,,,,
1695,False,oil copaiva,,,,
1707,False,,,,,
2789,False,distinguish acid taste shape needle form crystal drop ink turn reddish brown epsom salt change colour,,,,
1153,False,linnet near remember somewhat large english swan,,,,
1661,False,oil chamomile,,,,
2432,False,extract name flower generally produce combination,,,,
1759,False,tuft long hair anterior margin hind wing common sex flavouring vanilla male brown spot cover tuft,,,,
854,True,naturally close intimate connection sense smell nerve centre stimulate evoke feeling nausea midland bodily act follow,,,,
1589,True,case occur scrupulous cleanliness fail prevent smell,,,,
2267,True,member family friend lend aid distinguish different intensifie odour substance attract experiment detailed similar one time perform odorous substance,,,,
641,False,year die child give mortality annum,,,,
1,True,tree climber love odour think delicate one advantageous soon man crown view world object pity wound think happy return labour bunch laurel greek little blossom showy colour fragrant american wild vine,,,,
2160,False,separate work adjoin manure work manufacture acid barbaric acid oxalic acid,,,,
698,False,attempt describe abomination premise consequence defect case appear urgent want immediate remedy,,,,
1636,False,give disguise taste nauseous drug,,,,
1291,False,nauseous taste,,,,
2736,False,fear thing armed,,,,
2489,False,scent grain vanilloe,,,,
1520,True,expose air give odour wholly different,,,,
1853,True,stove fly offensive escape freely external atmosphere,,,,
1136,False,amazed breath speak word,,,,
2774,False,eat raw native preferable,,,,
1631,False,,,,,
1998,True,powerful pungent odour pervade work devote manure making accompany empyreumatic odour heating heap shoddy,,,,
663,False,regard locality bad drainage bad water universally acknowledge circumstance propitious birth propagation cholera,,,,
683,True,gentleman complaint inhabitant call level owner property district intolerable nuisance occasion casting mud mill stream house,,,,
1257,True,curious brain demand sweet thing hold nose doe breed fit mother contrary stink thing appease fit,,,,
317,False,say lib,,,,
648,False,nuisance require immediate remedy,,,,
1434,True,special significance musk present point view lie fact perfume widely scatter nature agreeable form time frequent personal odor man,,,,
1479,False,action decide local board pollution river necessitate adoption complete arrangement,,,,
709,False,epidemic prevalent hoop cough measle death cause,,,,
1282,False,corrosive high degree acrimony pierce cuticle cut pain alter tear pore drive serum induce ulcer corrosion cut,,,,
1768,False,skipper butterfly diurnal northern hill woodland scorch tropical glare know evening visitor steal mysteriously hang garden lupin purple dusk reflex light awake second chaotic dawn,,,,
972,False,find pearl fish uneven shape seldom large small pea sort use,,,,
2675,False,fear bestial wilde bruise savage beast,,,,
2680,False,think onely brave man world true account optimus serum aestimator good judge thing good man esteem dung street salt lose saltiness good tread foot,,,,
1306,True,middle state vegetable oil observable turpentine plant hyperion smell taste evince pure turpentine taste bitter astringent smell terebinthinate acid fix earthy part produce astringent oil loosen,,,,
1400,True,beauty surround natural scenery delight fancy green endure eye insupportable odour present atmosphere inevitably destroy dissipate enjoyment,,,,
1408,False,,,,,
2237,True,attention direct subject odour connect colour attendance anatomical room winter session,,,,
1496,True,burn local surveyor have early successful experiment treat gas water clay induce recently apply conjunction lime deodorize sewage completion drainage work,,,,
2038,False,greenwich marsh south river,,,,
1529,B-1 I-1 O O O B-1 I-1 I-1 I-1 I-1 I-1 O O O O O B-1 O B-1 O B-1 O,All writers speak of this dreadful smell in true pulmonary gangrene , but none ever describe it as faecal except Louis .,writer speak dreadful smell true pulmonary gangrene describe faecal,,
1663,True,pale blue greenish blue gradually yellowish peculiar aromatic taste odour flower,,,,
1354,False,opiate pass digestion circulation blood make alteration narcotic quality bitter acrid produce diaphoresis taste,,,,
2800,False,large dose poison take death take place quickly,,,,
2820,False,great tenderness feel stomach follow clammy perspiration convulsion leg draw generally stupor patient easily rouse great prostration strength,,,,
1643,True,pale yellow greenish yellow faint agreeable odour bland oleaginous taste congeal partially far,,,,
1051,False,lack call cake humpback,,,,
795,False,large cesspool dig garden receive drainage cover board earth,,,,
2693,True,ungodly respect choke smell rose chew meat profitable service voluptuous carnal man world good godly thing doth choke ruminate consider law good work piety religion have soul,,,,
1597,True,urine fetid manner,,,,
2604,False,good,,,,
2625,False,soon house disposed overflow box stage wisely prefer shilling piece bench,,,,
1819,True,work pervade odour,,,,
1722,False,oil distil cube,,,,
1183,False,remember dwarf leave queen follow day garden nurse set close dwarf apple tree need wit silly allusion tree happen hold language,,,,
2572,False,help end sensible precaution ingeniously combine experience hospital railway station,,,,
1059,False,allow hepatic hepatic specie cicotrina instead dark green transparent shiver thin piece colour liver animal frequently happen mixture cicotrina hepatic mixture hepatic cicotrina separate country,,,,
540,False,tenement unventilated opening window door groundfloor window floor house,,,,
1678,True,colourless pale yellow recent gradually dark odour fruit spicy somewhat acrid taste,,,,
2764,False,man acknowledge good taste wine beer guide opinion large majority company good bad quality beverage drink,,,,
2532,True,air time moist fugitive body scent suspend air go great additional aid dog,,,,
1757,True,evince tuft hair disagreeable odour,,,,
1923,True,respect influence exert health person expose offensive effluvia complain nuisance little say definite nature,,,,
95,False,stage hide odd knowledge cause face change suddenly earnestness laughter odder hear round round applause rattle evening air curtain fall,,,,
1020,True,cassia line bright colour good shape little smell taste break handful stick ascertain quality tasting fine smell strong taste,,,,
563,False,number case diarrhoea considerably diminish week,,,,
863,True,citizen cologne coleridge day example atomic teach offend englishman time count objectionable public perfume,,,,
1484,False,lime water enter river sufficient reservoir space allow precipitation effluent water discharge,,,,
1881,False,cover extent half acre,,,,
1038,True,cause meet mixed dirt stick bit cane rubbish reduce value aromatic smell well fine tear gum,,,,
206,False,noontide patronage gigantic protege lie wool begin snore,,,,
392,False,intend prescribe course physical reading manifest experience great visitation prefer good approbation,,,,
870,True,olfactory sense compare stupid thing dense begin cudgel use blank sensibility,,,,
397,False,working apparent sickness secret insensible insinuation vital spirit soon hee get hew mortal enemy offer suddaine violence extinguish,,,,
2758,True,odour instance distilled fermentation work mixture raw corn malt different night day brewer sound fermentation work good malt,,,,
1028,False,,,,,
2690,False,scripture speak impediment sinner tell carcass dung ground sin flesh bee dung wicked dung earth,,,,
1485,False,useful mention reference manufacture peat charcoal cubic yard dug peat make ^ cut dry material cut charcoal produce ton dry peat,,,,
2660,False,hee apparent impediment wicked liver grosse,,,,
960,False,mastic white mastic red bring turkey,,,,
1570,True,case plastic bronchitis run course identical case fetid bronchopneumonia,,,,
1895,True,material manure make fish shoddy guano coprolite mineral phosphate generally,,,,
2731,False,sufficient admire pilgrimage enjoy contemplation pilgrim day possess fruition,,,,
2146,True,tolerably certain offensive complain inhabitant charlton proceed work,,,,
804,False,water supply western past month scanty deficient,,,,
1751,True,yellow nearly colourless fragrant odour flower hot bitter aromatic taste,,,,
2454,False,draw good rosewater kyle rose,,,,
502,False,deny power declare,,,,
779,False,water supply receptacle water generally small unclean scarcely butt cover content consequently expose receive sort impurity atmosphere,,,,
1863,True,scotch remain making glue deal work difference mean use condense vapour proceed pan scotch heat acid,,,,
200,False,give opportunity dare gallant noble figure man cappuccino dress ugly ungainly,,,,
2182,False,drake alteration time time year efficiency secure,,,,
2088,False,manure run semi liquid material delf solidify time partly evaporation partly savage watery part earth,,,,
2278,True,remarkable piece beef mutton plunge quicksilver keep degree heat yield air bulk inflammable contract putrid smell day mouse treat manner yield proper putrid effluvium smell sufficiently indicate,,,,
1796,True,possible vapour hot pitch time time reach opposite shore thame mix effluvia manure work,,,,
